origin,dest,nation,n,p1,p99,n_clipped,cutoff_computed_on,sample
SKB,EWR,US,24,-11.242500000000012,12.849999999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SKB,JFK,US,112,-16.31493055555554,12.520793650793646,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SKB,MIA,US,203,-5.834661953587098,8.182842432950189,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SKB,PHL,US,10,-5.6785000000000005,25.709000000000003,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SKB,SJU,US,345,-7.535133826208075,6.396382464208884,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SKB,STT,US,5,0.0,0.0,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,AMS,US,66,-18.66705128205127,16.733706709956635,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,CDG,US,140,-17.85325287356327,18.616635817198137,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,CUN,US,185,-11.34957142857142,13.153692307692303,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,GDL,US,68,-18.133796169108667,28.11694444444442,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,LHR,US,34,-19.51522043010749,24.14131280788177,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,MEX,US,123,-6.44927272727272,7.983198757763967,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,MZT,US,1,-42.55138888888888,-42.55138888888888,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,NRT,US,4,-5.7185876623377405,6.180757575757608,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,PVR,US,169,-19.333254467754475,43.89640918708939,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,SJD,US,177,-8.594035087719295,9.97224675324675,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,YEG,US,114,-5.594973045822097,8.022074527252503,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,YVR,US,206,-9.791894253979518,21.21809602736661,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,YYC,US,304,-8.887298440065681,26.273605008672835,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLC,YYZ,US,44,-6.6904445680385605,10.065406072106267,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLP,DFW,US,207,-7.22016708541736,5.008304566401345,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLP,IAH,US,263,-9.417834449178326,6.921705403995643,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLU,SJU,US,239,-6.830158133845165,6.963839357660872,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SLW,IAH,US,159,-21.885166666666667,8.386150537634386,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SMF,SJD,US,39,-6.796642857142855,6.9963549881491,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNA,MEX,US,32,-6.585612903225813,8.069404761904758,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNA,PVR,US,55,-3.954969013544592,6.387380952380953,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNA,SJD,US,104,-3.2556795907640392,5.321728494623645,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNN,ATL,US,192,-25.761911764705882,28.488333333333298,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNN,EWR,US,244,-22.76064444444444,21.95989901477831,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNN,JFK,US,135,-33.74778571428569,23.908333333333328,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNN,ORD,US,18,-12.919666666666647,14.059861715296176,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNN,PHL,US,53,-12.75547063688999,16.185974025974016,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNU,FLL,US,16,-5.153146712158813,4.304744623655912,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SNU,MIA,US,29,-2.2490470219435768,2.315880184331801,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,CTS,US,68,-8.855148809523818,16.62083333333334,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,FUK,US,51,-6.59552139037433,12.393650793650792,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,HKG,US,51,-14.025000000000006,17.196428571428584,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,KIX,US,30,-13.290588246199482,8.829301871053074,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,MNL,US,98,-8.654928571428577,12.951378205128218,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,NGO,US,167,-7.877047748527178,13.073275434243186,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,NRT,US,333,-7.565659309564229,13.195027559410871,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,SDJ,US,67,-9.079090909090908,13.073441558441584,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,SEL,US,32,-5.099492972627631,10.216594454986337,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SPN,TPE,US,71,-11.342916666666664,9.999125874125859,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SSA,MIA,US,19,-13.457660427807475,10.117754010695212,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,ATL,US,8,-2.571999999999994,5.289999999999999,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,BOS,US,127,-7.857870085470098,8.856470912599953,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,EWR,US,143,-6.396561307069792,8.005032258064519,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,FLL,US,152,-4.931746794871796,7.661924731182798,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,JFK,US,238,-6.88941596804377,7.982797412384776,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,MCO,US,2,-3.0690847564832247,0.8036198608475936,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,MIA,US,236,-4.02448156682028,5.492081872370273,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STI,SJU,US,285,-36.90105747126439,71.08365034965618,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,CDG,US,49,-15.608829493087567,13.716129032258054,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,CUN,US,243,-6.70936363636362,12.643058540372653,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,LGW,US,142,-27.472743339159898,31.453256166982904,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,MBJ,US,66,-8.91909722222224,12.707771929824531,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,PUJ,US,79,-13.106836208167469,15.618904761904748,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,PVR,US,23,-18.802265087853336,3.2169999999999987,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,YVR,US,13,-11.742423728813575,1.958756835785618,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,YYZ,US,44,-9.993660494058654,32.89373274016926,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STL,ZIH,US,12,-10.82375,17.042250000000003,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STN,JFK,US,9,-18.176521024938282,67.63845280996843,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STR,ATL,US,250,-24.048005376344108,24.78205730839041,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STR,EWR,US,16,-13.236279330572799,20.784815705128175,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STR,JFK,US,1,-7.843162393162402,-7.843162393162402,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STT,AXA,US,41,0.0,67.00000000000011,1,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STT,EIS,US,45,-17.216024844720497,11.045333333333344,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STT,NEV,US,11,-0.014201480848800685,0.01878967497381865,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STT,SBH,US,42,-15.613219780219778,3.0884999999999985,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STT,SKB,US,5,0.0,0.0,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STT,SXM,US,13,-0.11354838709677723,0.0,1,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
STT,VIJ,US,4,-10.54049104138223,17.846348039215684,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SVD,MIA,US,30,-7.165176767676761,8.834315476190469,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SVD,SJU,US,27,-6.141768853778066,8.460036258610936,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SVO,ATL,US,43,-23.113774964427076,16.429819423495896,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SVO,JFK,US,292,-26.542156739811997,23.66399611608588,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,ATL,US,222,-11.736,13.656249999999993,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,BOS,US,83,-16.27,12.425999999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,BWI,US,14,-6.079154761904758,8.917499999999997,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,CLT,US,273,-9.843169705469839,10.875595533498757,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,DTW,US,6,-8.241249999999999,13.672500000000001,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,EWR,US,201,-10.215099268547533,12.075872777896762,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,FLL,US,166,-11.799166666666668,7.9549999999999965,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,IAD,US,111,-15.290277777777785,15.80357142857143,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,JFK,US,360,-9.699564247311837,11.612172619047616,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,MCO,US,4,-12.986749999999994,3.63300000000001,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,MIA,US,379,-9.142039094434557,9.417130743761607,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,MSP,US,19,-23.26699999999997,17.44,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,ORD,US,62,-17.672500000000024,13.683714285714302,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,PHL,US,240,-15.109555555555561,16.829376623376596,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,RDU,US,4,-2.1602954538137027,2.667645161290345,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,SJU,US,370,-9.426220045321498,10.447458506634982,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SXM,STT,US,13,0.0,0.0,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYD,GUM,US,18,-23.01362500000002,10.730535714285747,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYD,HNL,US,218,-14.403949286345904,20.647468982630233,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYD,IAH,US,10,-14.910385416610657,26.676054032812615,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYD,LAX,US,386,-13.739173927599126,17.463311192764166,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYD,SFO,US,335,-18.991184278828328,22.24903225806458,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYR,YOW,US,28,-1.2048664893655292,8.946032076360929,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYR,YUL,US,29,-2.329463659147867,2.7170713098429737,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
SYR,YYZ,US,24,-16.60563365528363,2.042092745030315,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TAB,ATL,US,2,2.389,16.010999999999978,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TAB,SJU,US,15,-3.948935483870975,10.028314652485589,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TAM,IAH,US,284,-11.201220930743702,5.824913978494637,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TBI,FLL,US,34,-6.736783216783216,28.49125641025642,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TBU,PPG,US,15,-3.0450000000000013,3.8833333333333337,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TCB,DAB,US,42,-6.346320433598657,8.110570261437903,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TCB,FLL,US,174,-11.727763095238092,11.517595604395645,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TCB,MIA,US,50,-5.568227777777781,7.240409429280387,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TCB,MLB,US,37,-5.1684210526315795,4.196812905764312,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TCB,PBI,US,1,-3.875,-3.875,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TCB,SFB,US,15,-18.5429799820063,0.7227014042867659,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TFS,EWR,US,4,-11.407505494505466,3.4709935897436215,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TGU,ATL,US,112,-7.807619375845192,6.897737486095666,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TGU,IAH,US,262,-7.486178621518729,6.516839345304298,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TGU,MIA,US,347,-5.436213570634043,4.906104433497544,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TGZ,IAH,US,16,-3.768055555555543,4.296180555555554,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TKK,GUM,US,376,-4.271836007130133,5.597117794486216,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLC,FLL,US,32,-8.615000000000004,6.858125000000001,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLC,IAH,US,75,-5.913518724508707,7.573478309232485,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLV,ATL,US,41,-29.400013086435887,17.37414874551971,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLV,BGR,US,1,-6.1749999999999545,-6.1749999999999545,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLV,EWR,US,260,-24.336015986829707,16.058608529250982,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLV,JFK,US,249,-59.384,37.153174325674385,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLV,PHL,US,55,-6.41165739710786,41.62561510143549,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TLV,SFO,US,45,-19.10413793103448,19.164568038561306,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,CUN,US,149,-7.786823529411765,10.440000000000033,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,HAV,US,58,-2.9699661154784516,6.040623768472905,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,MBJ,US,117,-3.9148090470893515,11.032035595105672,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,MHH,US,15,-4.173999999999999,7.3463846153846175,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,NAS,US,95,-20.84177777777777,25.688306451613013,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,PUJ,US,3,0.5621153846153704,2.362670940170962,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,SDQ,US,4,-0.2429049422799423,4.434282051282047,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPA,YYZ,US,37,-7.926553289086704,4.2404819683359225,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPE,GUM,US,148,-7.561549783549784,9.619141178738696,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPE,LAX,US,5,-14.602967032967058,11.302354312354323,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPE,PDX,US,7,-11.8882189542483,7.556960784313707,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPE,SFO,US,222,-20.876907407407423,158.63548387096654,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TPE,SPN,US,20,-2.9522907647907504,5.7212583943833915,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TRC,DFW,US,212,-6.212665530006025,4.670515758249909,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TRC,IAH,US,177,-15.179669354838715,6.6570765441455055,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TXL,EWR,US,153,-32.37223684210525,25.632266666666656,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TXL,JFK,US,120,-40.53721510673234,24.155352449223386,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TYM,FXE,US,4,-8.280320807568305,-2.891232903133669,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
TZN,FXE,US,19,-20.43641025641026,23.602352941176473,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UIO,ATL,US,157,-10.026798850574705,8.425918458781359,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UIO,DFW,US,13,-10.305249401578829,6.901761904761863,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UIO,FLL,US,54,-4.945484566184641,8.746372330029315,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UIO,IAH,US,214,-17.81471264367816,7.547161290322552,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UIO,MIA,US,379,-6.487008951861296,7.38269641165076,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,ATL,US,214,-10.757939393939404,10.818639610389624,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,BOS,US,42,-9.354000000000013,18.533749999999944,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,CLT,US,155,-20.182999999999993,19.199000000000016,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,EWR,US,66,-10.325000000000012,15.597232142857141,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,JFK,US,167,-10.183468379446639,7.067347402597432,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,MIA,US,207,-8.456359605911338,8.615065722952473,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,ORD,US,24,-12.913000000000004,27.585999999999995,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,PHL,US,91,-17.482499999999998,29.40499999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
UVF,SJU,US,76,-3.52041454791037,28.54784946236559,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VCE,ATL,US,59,-14.322825396825431,13.582438095238079,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VCE,EWR,US,29,-7.927043678160958,13.52324481902965,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VCE,JFK,US,198,-19.052603025158138,25.57485645933019,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VCE,PHL,US,91,-20.844493368700306,15.820862068965427,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VER,DFW,US,12,-6.4708694390715475,3.0342761952357034,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VER,IAH,US,286,-5.954524486914643,7.467586206896546,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VIE,ATL,US,17,-25.570926049520025,16.793098729227705,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VIE,JFK,US,29,-36.123077533577586,23.665444444444425,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VIJ,SJU,US,64,-16.386570817713213,8.967105263157894,1,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VIJ,STT,US,4,-10.466957206795763,17.846348039215684,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VLC,JFK,US,6,-10.37180351307192,10.479930555555582,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VRA,MIA,US,30,-2.073913627863482,2.180901010708169,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VSA,IAH,US,163,-5.401095238095232,6.336086021505369,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
VVI,MIA,US,311,-10.318586789554491,10.389454926624722,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
XPL,DFW,US,17,-9.034999999999991,9.718461538461538,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
XPL,FLL,US,23,-2.654583333333336,4.733657160050336,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
XPL,IAH,US,24,-3.3468872380798516,7.697049380616509,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
XPL,MIA,US,24,-4.1389829954806805,4.0045045460893505,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YAP,GUM,US,345,-3.7241025641025685,4.068615384615386,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YAP,ROR,US,33,-1.8712087912087876,4.416874236874237,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YBL,BFI,US,1,2.1456938913835444,2.1456938913835444,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YBL,KEH,US,5,-6.8850877192982445,17.163157894736838,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YBL,LKE,US,16,-53.85264238099781,26.62794751273011,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YCD,LKE,US,1,43.677957532861484,43.677957532861484,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YCF,KEH,US,7,-25.417365079365094,1.7325141700404807,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YDS,KEH,US,6,-14.947022287175738,2.277106227106223,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,DEN,US,210,-10.39483092688213,9.016887549592642,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,IAH,US,111,-14.371290322580657,11.701873536299775,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,LAS,US,41,-14.959887779563239,14.588472906403942,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,MSP,US,343,-8.749307994500938,7.883050903891733,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,ORD,US,117,-7.119790435614821,9.071845358113448,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,PHX,US,145,-12.708332543405724,9.855772054419445,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,SEA,US,290,-63.760274183569,87.55840031603498,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,SFO,US,101,-13.41122994652406,15.816666666666663,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YEG,SLC,US,114,-4.478114919354838,7.849570803717879,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YFC,BOS,US,29,-12.023475409836065,7.171894544639136,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHH,KEH,US,10,-29.426835664335673,105.82098214285716,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHH,LKE,US,2,78.30027173913044,109.67980072463769,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHS,KEH,US,1,-27.849999999999994,-27.849999999999994,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,ATL,US,8,-114.63683333333336,12.971500000000008,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,BOS,US,87,-21.16026769948359,9.798561969439728,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,DCA,US,11,-9.450833333333328,13.205000000000002,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,DTW,US,50,-9.85935407296352,7.29390704714487,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,EWR,US,242,-19.29051603004119,9.828070820294151,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
