origin,dest,nation,n,p1,p99,n_clipped,cutoff_computed_on,sample
ACA,ATL,US,5,-6.820138009049765,20.166095238095245,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACA,DFW,US,162,-5.298252337814144,7.638897849462367,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACA,EWR,US,26,-17.314285714285724,17.412499999999994,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACA,IAH,US,349,-7.049094348775148,8.237681159420292,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACA,LAX,US,67,-12.237931034482765,13.9934846574191,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACA,MSP,US,42,-13.153250000000002,13.20690476190476,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACA,ORD,US,55,-12.049285714285704,16.454333333333338,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACA,PHX,US,143,-15.441230769230772,11.520000000000024,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACC,ATL,US,4,5.000916375291423,15.758809523809632,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACC,IAD,US,25,-13.00776556776556,10.098398067128088,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ACC,JFK,US,195,-21.569499702911454,16.167209159261812,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AGP,EWR,US,4,-1.2937488479262635,14.79679858366271,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AGP,JFK,US,38,-21.161092838321093,10.066774193548376,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AGU,DFW,US,251,-17.73387096774195,7.438526109763728,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AGU,IAH,US,257,-19.977307749351127,10.157419354838714,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AGU,LAX,US,4,-0.3505103364377692,6.403102136088547,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AKL,DFW,US,7,-26.00712940304043,7.324499552880107,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AKL,HNL,US,90,-12.723115481010286,17.88169871794872,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AKL,LAX,US,128,-13.381982944011831,16.621584108115847,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AKL,SFO,US,25,-14.602059225123671,14.642093045997441,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ALB,YOW,US,4,-1.3879374819671806,2.4182783575585027,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ALB,YUL,US,4,-0.09888131639924545,1.5244871963456335,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ALB,YYZ,US,11,-10.291662914321455,11.456418990119163,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMM,IAD,US,3,4.690659340659238,24.80464535464536,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMM,JFK,US,12,-26.666754018023024,9.181930497198914,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,ATL,US,382,-24.131267414006615,26.48613978494627,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,BOS,US,385,-23.60560756730537,24.644136518530253,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,CVG,US,18,-15.3203650149715,12.561489247311771,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,DFW,US,25,-34.2658064516129,14.737172060123829,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,DTW,US,319,-27.793988538343363,28.122156505238824,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,EWR,US,299,-31.91927549128662,25.699999999999893,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,IAD,US,316,-30.48486388384758,44.848214285714455,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,IAH,US,219,-28.768512820512814,25.8602609248371,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,JFK,US,380,-33.402928112684286,26.631691919191898,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,MCO,US,7,-16.05028302102055,6.439011981566765,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,MEM,US,87,-24.986356204130335,32.344014336917624,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,MSP,US,318,-19.257018633115596,22.563823486852417,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,ORD,US,230,-30.638267425679956,26.83467952314161,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,PDX,US,126,-17.548412698412676,28.609765553731023,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,PHL,US,254,-39.69327791563279,27.21329523809525,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,SEA,US,286,-20.41123360170912,21.092936596217996,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,SFO,US,14,-3.5503448275861818,11.580711104269309,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AMS,SLC,US,66,-25.64207568959049,14.884973118279614,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANC,GDX,US,22,-15.169250000000002,22.98207070707068,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANC,HKG,US,1,8.95192307692298,8.95192307692298,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANC,NRT,US,7,-8.319136363636366,19.849249999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANC,PKC,US,3,-15.93850000000001,-2.28499999999999,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANC,SEL,US,1,9.674999999999955,9.674999999999955,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANC,YVR,US,15,-10.930245981227744,13.01981658986175,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANU,ATL,US,120,-18.95800000000001,12.337333333333335,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANU,CLT,US,146,-14.902500000000002,17.322500000000016,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANU,EWR,US,326,-13.695248868778279,15.132032967032949,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANU,JFK,US,162,-11.862186507936498,10.349467787114849,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANU,MIA,US,184,-6.711463536463529,9.594545612114569,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANU,PHL,US,21,-9.690000000000008,18.690000000000012,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ANU,SJU,US,269,-11.54029434804434,16.44600968923547,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
APW,HNL,US,8,-8.65575000000002,4.431499999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
APW,PPG,US,2,-1.0770670778630227,0.6057789217172265,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ARN,EWR,US,123,-27.457200000000046,23.07366502463052,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ARN,JFK,US,83,-19.542703533026142,15.50929411764702,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ARN,ORD,US,117,-22.086200964034074,12.038666666666646,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ARN,PHL,US,9,-2.5152982456140283,19.435187584345506,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ASD,FLL,US,46,-7.050735294117647,9.101470588235287,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ASD,FXE,US,18,-30.753252164502168,21.55244047619044,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ASU,MIA,US,4,-2.2552879901960785,6.850594771241839,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATH,ATL,US,31,-14.527933815350366,25.300186818889483,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATH,BOS,US,11,-5.5128878205128675,10.49671629445826,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATH,EWR,US,46,-23.67931312569521,26.374238728750946,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATH,IAD,US,11,-7.315316377171189,10.848998887652943,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATH,JFK,US,291,-25.59763301214914,22.650708109719698,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATH,ORD,US,11,-18.227538461538394,6.3406643288525295,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATH,PHL,US,68,-27.800575610172356,12.052221198156696,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ACA,US,5,-17.607999999999993,11.012122171945695,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ACC,US,3,4.971309523809523,18.24528388278391,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,AMS,US,382,-23.309630901660732,25.830000000000005,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ANU,US,119,-10.913928571428569,15.548888888888873,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ATH,US,31,-15.869339477726578,26.018054242650983,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,AUA,US,266,-5.185053036907891,7.137636392069889,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BCN,US,136,-19.608026960784322,18.600975232198138,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BDA,US,385,-4.883066666666655,7.174531309297879,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BGI,US,37,-6.367809523809523,8.436153846153848,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BJX,US,21,-6.93849462365593,8.015164998146094,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BOG,US,251,-7.973526140155727,10.19996639784948,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BON,US,156,-10.829464285714288,7.824999999999994,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BRU,US,287,-22.862417027417045,28.766352153593523,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BSB,US,48,-17.160613274008167,15.295056395217708,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,BZE,US,201,-6.814285714285717,10.400000000000006,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CCS,US,208,-6.870477650063853,8.975612903225807,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CDG,US,300,-22.24616129032254,25.45391998191684,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CPH,US,33,-20.65858064516124,26.23752657004837,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CPT,US,13,-5.453186813186712,17.54820512820512,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CTG,US,29,-9.192111111111105,5.779103641456585,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CUN,US,266,-7.635567025640958,9.421269560748897,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CUR,US,4,-8.855250000000005,10.740092165898615,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,CZM,US,157,-9.025327812284319,8.685333333333338,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,DKR,US,9,-7.864644334160432,1.3999078341013842,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,DUB,US,277,-18.84405753386401,27.181642633228865,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,DUS,US,144,-25.343219696969683,21.52392857142855,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,DXB,US,81,-13.962312033947136,37.281433691756305,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,EDI,US,5,-14.259612403100805,2.8496237392681723,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ELH,US,58,-2.639550318102952,5.553619909502259,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,EZE,US,200,-12.771451612903325,14.539666666666632,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,FCO,US,267,-22.783870967741894,24.59678677383993,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,FPO,US,169,-3.527157894736848,6.028965517241381,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,FRA,US,387,-22.57676307007786,26.656586462189292,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GCM,US,265,-4.676717376605814,8.818956682027677,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GDL,US,267,-11.347756868131874,13.722203193033334,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GGT,US,134,-3.732735507246382,5.660911172161157,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GIG,US,158,-16.159749103942644,11.973967602892088,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GND,US,15,-6.895,6.243833333333359,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GRU,US,295,-13.175123152709375,15.075359447004665,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GUA,US,283,-6.485535714285716,7.296024809985017,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,GYE,US,12,-11.301765260545903,5.517076923076916,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,HAM,US,30,-16.31381421744326,17.252096774193586,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,HAV,US,16,-3.5054569892472975,4.247741935483862,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,HND,US,24,-19.328515840819097,20.006437065148635,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ICN,US,59,-25.186042114695297,60.6058370941258,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,JNB,US,139,-21.84989682539688,16.173964809384206,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,KIN,US,125,-6.039715719063554,5.602309220191583,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,LGW,US,244,-22.191683393680044,25.858195340501794,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,LHR,US,168,-21.57075806451612,18.854863634386945,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,LIM,US,279,-14.50701970443351,13.71346236559137,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,LIR,US,226,-7.5482974910394205,8.982442705947797,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,LOS,US,166,-43.518290229885096,30.45992473118276,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MAD,US,337,-28.21417216117218,30.35022873900291,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MAN,US,262,-24.168236185133253,31.55602591561365,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MAO,US,2,-4.254860602360597,-2.0089774114774435,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MBJ,US,237,-5.056427412344254,4.993104642014158,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MEX,US,388,-9.125185062789154,12.046039343784416,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MGA,US,148,-7.305473118279569,8.563771347248592,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MHH,US,36,-2.765183239962642,5.711222222222226,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MTY,US,252,-11.402164874551959,8.123293141592924,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MUC,US,369,-30.310967741935496,27.853095238095236,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,MXP,US,140,-18.41793238674776,21.04511111111109,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,NAS,US,382,-4.250282339028949,5.688791788856307,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,NCE,US,5,-22.161715888467306,4.55363440860212,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,NRT,US,238,-35.57878341013827,27.03646551724137,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ORY,US,64,-37.13749202817946,28.885908787541673,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,PAP,US,70,-8.508099999999988,5.16628784119108,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,PLS,US,218,-6.924278195488728,7.8716517857142705,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,POP,US,20,-5.1362499999999995,6.684017959533031,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,POS,US,10,-5.584537913067311,5.014680744092496,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,PRG,US,12,-18.993506069094227,15.701561747505998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,PTY,US,282,-7.76603205128203,9.020176515572857,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,PUJ,US,195,-5.1831166293610105,6.669171296296295,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,PVG,US,3,-8.811905228758164,4.5059032258064144,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,PVR,US,185,-12.375440860215058,16.381708061002172,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,RTB,US,171,-11.434615384615384,12.707500000000033,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SAL,US,283,-7.358834677419346,7.593593980154765,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SAP,US,187,-9.427211981566817,9.986433059245213,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SCL,US,250,-14.002602150537646,11.381129032258116,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SDQ,US,189,-4.929791271347227,7.65506810035843,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SJD,US,213,-13.61446811594201,13.059743589743565,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SJO,US,282,-6.580535983091049,7.345682062561086,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SKB,US,90,-15.486500000000001,12.723250000000009,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SNN,US,193,-22.591524384112667,28.769477124183027,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,STI,US,8,-2.168499999999989,5.289583333333343,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,STR,US,250,-24.12566029863857,25.34516129032258,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SVO,US,43,-19.325014231499075,24.541069716775574,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,SXM,US,222,-7.138822580645165,10.974499999999997,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,TAB,US,2,-9.669000000000006,0.7189999999999885,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,TGU,US,112,-8.353731182795713,7.387701981868014,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,TLV,US,42,-17.73348070841241,20.734964157706045,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,UIO,US,183,-9.291999999999975,9.127992610837435,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,UVF,US,214,-7.328068181818184,8.946527243589728,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,VCE,US,58,-16.81215506715508,12.863919930875575,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,VIE,US,17,-24.048258064516197,11.213677419354816,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,YHZ,US,8,-119.97,7.228000000000019,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,YOW,US,66,-4.777637949130205,5.6465216816499195,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,YUL,US,316,-6.732180710717104,7.170852534562208,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,YVR,US,60,-14.82591935483871,12.87429487179484,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,YYZ,US,320,-5.2053845928134725,5.992402516233763,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
ATL,ZRH,US,205,-24.82200475382001,22.69368335187247,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,ATL,US,266,-9.025902457757295,8.3440034536542,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,BOS,US,254,-8.84100846192133,11.288731781376535,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,BWI,US,117,-10.423328671328663,7.2505454545454775,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,CLT,US,243,-8.571505228605893,8.984640300564664,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,DFW,US,12,-12.690499999999979,17.136500000000044,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,EWR,US,254,-8.487094493320285,8.096863073123142,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,FLL,US,168,-10.64182967032967,15.202500000000022,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,HOU,US,9,-12.478000000000002,8.022000000000006,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,IAD,US,169,-11.667272727272735,16.585999999999967,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,IAH,US,179,-12.42650000000001,16.119999999999987,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,JFK,US,374,-8.464625473870889,12.184492538005191,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,LGA,US,58,-14.518125,18.485,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,MCO,US,94,-9.605239119303652,5.632361111111107,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,MDW,US,12,-4.5575,11.351499999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,MIA,US,351,-5.5446699134199235,5.7280392591751905,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,MSP,US,16,-6.241965811965824,13.183749999999977,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,ORD,US,192,-12.34,15.81519642857146,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,PHL,US,252,-14.411499999999997,11.617365591397853,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUA,SJU,US,200,-13.995226732520452,40.27790322580644,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUS,CUN,US,105,-5.10353028613899,13.2171948051948,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUS,CZM,US,2,-17.25221428571427,-10.46921428571429,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUS,LIR,US,3,-5.13099816849819,3.0890659340659252,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUS,PUJ,US,3,-7.727245098039212,6.071699346405226,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUS,PVR,US,9,-4.239493464052284,7.575714285714291,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AUS,SJD,US,30,-6.826084776727192,5.5783571428571435,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AXA,MIA,US,22,-6.384076704545449,13.251935449975981,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AXA,SJU,US,337,-17.004732026143788,22.74594675212622,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AXA,STT,US,41,0.0,68.2000000000001,1,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AXM,FLL,US,144,-8.474500000000003,10.258425824175816,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
AZS,JFK,US,18,-9.929583333333333,4.589097222222216,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BAQ,FLL,US,24,-3.1853014888337445,4.127385057471256,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BAQ,MIA,US,201,-22.951612903225794,7.47817460317458,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
