nation,year,n_rows,n_air_time_valid,n_air_time_zero,n_air_time_null,n_ramp_valid,n_ramp_zero,n_ramp_null,dep_total,median_departures,dep_home0,share_air_time_valid,share_air_time_zero,share_air_time_null,share_ramp_valid,share_ramp_zero,share_ramp_null,share_dep_home0,covid_flag,match_sensitive,gate_g6_pass
JO,1997,68,0,68,0,0,68,0,798.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,1998,64,0,64,0,0,64,0,813.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,1999,61,0,61,0,0,61,0,827.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2000,60,0,60,0,0,60,0,840.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2001,58,0,58,0,0,58,0,777.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2002,67,0,67,0,0,67,0,800.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2003,73,0,73,0,0,73,0,848.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2004,72,0,72,0,0,72,0,1019.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2005,72,0,72,0,0,72,0,1010.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2006,72,0,72,0,0,72,0,1063.0,13.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2007,72,0,72,0,0,72,0,1244.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2008,72,0,72,0,0,72,0,1285.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2009,72,0,72,0,0,72,0,1149.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2010,72,0,72,0,0,72,0,1161.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2011,72,0,72,0,0,72,0,1230.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2012,72,0,72,0,0,72,0,1188.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2013,115,0,115,0,0,115,0,1163.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2014,105,0,105,0,0,105,0,1194.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2015,76,0,76,0,0,76,0,1184.0,15.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2016,78,0,78,0,0,78,0,1205.0,15.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2017,80,0,80,0,0,80,0,1311.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2018,80,0,80,0,0,80,0,1317.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2019,80,0,80,0,0,80,0,1381.0,15.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2020,56,0,56,0,0,56,0,380.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
JO,2021,86,0,86,0,0,86,0,1008.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
JO,2022,76,0,76,0,0,76,0,1449.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2023,72,0,72,0,0,72,0,1593.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2024,72,0,72,0,0,72,0,1564.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JO,2025,84,0,84,0,0,84,0,1618.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1990,614,0,614,0,0,614,0,14198.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1991,605,0,605,0,0,605,0,13636.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1992,636,0,636,0,0,636,0,13233.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1993,628,0,628,0,0,628,0,12425.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1994,712,0,712,0,0,712,0,13778.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1995,829,0,829,0,0,829,0,16173.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1996,797,0,797,0,0,797,0,16883.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1997,838,0,838,0,0,838,0,18508.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1998,907,0,907,0,0,907,0,20778.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,1999,1083,0,1083,0,0,1083,0,23137.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2000,1125,0,1125,0,0,1125,0,24877.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2001,1061,0,1061,0,0,1061,0,23002.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2002,843,0,843,0,0,843,0,21768.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2003,720,0,720,0,0,720,0,19195.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2004,792,0,792,0,0,792,0,19575.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2005,755,0,755,0,0,755,0,19007.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2006,559,0,559,0,0,559,0,16205.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2007,575,0,575,0,0,575,0,15683.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2008,597,0,597,0,0,597,0,15762.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2009,540,0,540,0,0,540,0,14553.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2010,469,0,469,0,0,469,0,13666.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2011,477,0,477,0,0,477,0,13879.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2012,472,0,472,0,0,472,0,14869.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2013,547,0,547,0,0,547,0,16923.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2014,570,0,570,0,0,570,0,18764.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2015,631,0,631,0,0,631,0,20449.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2016,698,0,698,0,0,698,0,21896.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2017,726,0,726,0,0,726,0,22739.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2018,753,0,753,0,0,753,0,24217.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2019,779,0,779,0,0,779,0,24269.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2020,498,0,498,0,0,498,0,10871.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
JP,2021,612,0,612,0,0,612,0,13453.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
JP,2022,852,0,852,0,0,852,0,17160.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2023,874,0,874,0,0,874,0,21140.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2024,793,0,793,0,0,793,0,22943.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
JP,2025,820,0,820,0,0,820,0,23933.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KE,2018,6,0,6,0,0,6,0,108.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KE,2019,24,0,24,0,0,24,0,584.0,23.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KE,2020,10,0,10,0,0,10,0,152.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KE,2021,24,0,24,0,0,24,0,214.0,8.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KE,2022,24,0,24,0,0,24,0,376.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KE,2023,24,0,24,0,0,24,0,520.0,20.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KE,2024,24,0,24,0,0,24,0,788.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KE,2025,24,0,24,0,0,24,0,590.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1990,236,0,236,0,0,236,0,3980.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1991,241,0,241,0,0,241,0,3545.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1992,309,0,309,0,0,309,0,4399.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1993,331,0,331,0,0,331,0,5632.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1994,374,0,374,0,0,374,0,5884.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1995,369,0,369,0,0,369,0,6636.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1996,369,0,369,0,0,369,0,7450.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1997,349,0,349,0,0,349,0,7945.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1998,265,0,265,0,0,265,0,6099.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,1999,241,0,241,0,0,241,0,6496.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2000,283,0,283,0,0,283,0,6895.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2001,269,0,269,0,0,269,0,6114.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2002,319,0,319,0,0,319,0,7159.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2003,304,0,304,0,0,304,0,6889.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2004,315,0,315,0,0,315,0,7121.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2005,344,0,344,0,0,344,0,7894.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2006,362,0,362,0,0,362,0,8537.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2007,338,0,338,0,0,338,0,8981.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2008,339,0,339,0,0,339,0,9175.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2009,389,0,389,0,0,389,0,9911.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2010,486,0,486,0,0,486,0,10667.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2011,589,0,589,0,0,589,0,12007.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2012,702,0,702,0,0,702,0,12429.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2013,677,0,677,0,0,677,0,13062.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2014,659,0,659,0,0,659,0,13768.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2015,666,0,666,0,0,666,0,14002.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2016,674,0,674,0,0,674,0,16102.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2017,605,0,605,0,0,605,0,16559.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2018,550,0,550,0,0,550,0,16515.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2019,478,0,478,0,0,478,0,13749.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2020,297,0,297,0,0,297,0,5950.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KR,2021,269,0,269,0,0,269,0,5288.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KR,2022,420,0,420,0,0,420,0,7789.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2023,441,0,441,0,0,441,0,12205.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2024,394,0,394,0,0,394,0,12365.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KR,2025,469,0,469,0,0,469,0,11996.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1990,195,0,195,0,0,195,0,214.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1991,188,0,188,0,0,188,0,315.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1992,40,0,40,0,0,40,0,310.0,6.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1993,36,0,36,0,0,36,0,310.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1994,44,0,44,0,0,44,0,366.0,8.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1995,104,0,104,0,0,104,0,410.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1996,94,0,94,0,0,94,0,409.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1997,96,0,96,0,0,96,0,602.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1998,106,0,106,0,0,106,0,620.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,1999,87,0,87,0,0,87,0,626.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2000,83,0,83,0,0,83,0,630.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2001,79,0,79,0,0,79,0,589.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2002,76,0,76,0,0,76,0,628.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2003,74,0,74,0,0,74,0,590.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2004,77,0,77,0,0,77,0,724.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2005,73,0,73,0,0,73,0,695.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2006,52,0,52,0,0,52,0,617.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2007,68,0,68,0,0,68,0,620.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2008,66,0,66,0,0,66,0,630.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2009,58,0,58,0,0,58,0,624.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2010,50,0,50,0,0,50,0,618.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2011,48,0,48,0,0,48,0,622.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2012,48,0,48,0,0,48,0,620.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2013,48,0,48,0,0,48,0,625.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2014,48,0,48,0,0,48,0,626.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2015,47,0,47,0,0,47,0,626.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2016,43,0,43,0,0,43,0,624.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2017,24,0,24,0,0,24,0,726.0,30.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2018,24,0,24,0,0,24,0,727.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2019,24,0,24,0,0,24,0,730.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2020,12,0,12,0,0,12,0,243.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KW,2021,4,0,4,0,0,4,0,36.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KW,2022,24,0,24,0,0,24,0,413.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2023,24,0,24,0,0,24,0,732.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2024,24,0,24,0,0,24,0,731.0,30.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KW,2025,22,0,22,0,0,22,0,673.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1990,20,0,20,0,0,20,0,501.0,9.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1991,165,0,165,0,0,165,0,3952.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1992,132,0,132,0,0,132,0,3579.0,17.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1993,104,0,104,0,0,104,0,2855.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1994,76,0,76,0,0,76,0,3249.0,17.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1995,72,0,72,0,0,72,0,2971.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1996,91,0,91,0,0,91,0,3211.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1997,97,0,97,0,0,97,0,3160.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1998,96,0,96,0,0,96,0,3206.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,1999,96,0,96,0,0,96,0,3225.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2000,81,0,81,0,0,81,0,3167.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2001,72,0,72,0,0,72,0,2849.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2002,73,0,73,0,0,73,0,2547.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2003,97,0,97,0,0,97,0,2843.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2004,123,0,123,0,0,123,0,2855.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2005,149,0,149,0,0,149,0,3071.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2006,154,0,154,0,0,154,0,3303.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2007,108,0,108,0,0,108,0,3144.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2008,84,0,84,0,0,84,0,3005.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2009,89,0,89,0,0,89,0,2775.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2010,103,0,103,0,0,103,0,2572.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2011,116,0,116,0,0,116,0,2786.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2012,122,0,122,0,0,122,0,2485.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2013,126,0,126,0,0,126,0,2772.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2014,113,0,113,0,0,113,0,2632.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2015,112,0,112,0,0,112,0,2743.0,19.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2016,120,0,120,0,0,120,0,2841.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2017,108,0,108,0,0,108,0,2807.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2018,102,0,102,0,0,102,0,2667.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2019,114,0,114,0,0,114,0,2543.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2020,46,0,46,0,0,46,0,563.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KY,2021,44,0,44,0,0,44,0,427.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
KY,2022,102,0,102,0,0,102,0,1984.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2023,128,0,128,0,0,128,0,2123.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2024,126,0,126,0,0,126,0,2100.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
KY,2025,126,0,126,0,0,126,0,2037.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
LU,1999,17,0,17,0,0,17,0,246.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
LV,1992,12,0,12,0,0,12,0,350.0,29.5,350.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
LV,1993,24,0,24,0,0,24,0,734.0,31.0,734.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
LV,1994,24,0,24,0,0,24,0,736.0,30.5,736.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
LV,1995,24,0,24,0,0,24,0,716.0,30.0,716.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
LV,1996,24,0,24,0,0,24,0,754.0,30.0,754.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
LV,1997,25,0,25,0,0,25,0,765.0,31.0,765.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
LV,1998,24,0,24,0,0,24,0,799.0,31.0,799.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
LV,1999,25,0,25,0,0,25,0,496.0,28.0,496.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
MA,1990,92,0,92,0,0,92,0,423.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1991,76,0,76,0,0,76,0,318.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1992,84,0,84,0,0,84,0,422.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1993,87,0,87,0,0,87,0,477.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1994,80,0,80,0,0,80,0,620.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1995,52,0,52,0,0,52,0,676.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1996,48,0,48,0,0,48,0,732.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1997,48,0,48,0,0,48,0,756.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1998,48,0,48,0,0,48,0,790.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,1999,76,0,76,0,0,76,0,904.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,2000,91,0,91,0,0,91,0,864.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,2001,76,0,76,0,0,76,0,518.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,2002,57,0,57,0,0,57,0,535.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,2003,24,0,24,0,0,24,0,430.0,17.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,2004,24,0,24,0,0,24,0,506.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,2005,24,0,24,0,0,24,0,538.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
MA,2006,24,0,24,0,0,24,0,664.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
