nation,year,n_rows,n_air_time_valid,n_air_time_zero,n_air_time_null,n_ramp_valid,n_ramp_zero,n_ramp_null,dep_total,median_departures,dep_home0,share_air_time_valid,share_air_time_zero,share_air_time_null,share_ramp_valid,share_ramp_zero,share_ramp_null,share_dep_home0,covid_flag,match_sensitive,gate_g6_pass
AE,2004,14,0,14,0,0,14,0,424.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2005,24,0,24,0,0,24,0,822.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2006,30,0,30,0,0,30,0,1715.0,61.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2007,79,0,79,0,0,79,0,2895.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2008,97,0,97,0,0,97,0,3085.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2009,176,0,176,0,0,176,0,4257.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2010,198,0,198,0,0,198,0,5350.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2011,216,0,216,0,0,216,0,6556.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2012,266,0,266,0,0,266,0,7096.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2013,274,0,274,0,0,274,0,8034.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2014,336,0,336,0,0,336,0,10798.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2015,449,0,449,0,0,449,0,14083.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2016,494,0,494,0,0,494,0,15883.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2017,533,0,533,0,0,533,0,15932.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2018,473,0,473,0,0,473,0,13835.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2019,445,0,445,0,0,445,0,12798.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2020,236,0,236,0,0,236,0,4631.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AE,2021,387,0,387,0,0,387,0,8351.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AE,2022,418,0,418,0,0,418,0,11961.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2023,404,0,404,0,0,404,0,12807.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2024,426,0,426,0,0,426,0,13278.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AE,2025,466,0,466,0,0,466,0,14552.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AL,2018,8,0,8,0,0,8,0,96.0,13.0,96.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
AL,2019,24,0,24,0,0,24,0,393.0,16.0,393.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
AL,2020,6,0,6,0,0,6,0,75.0,12.5,75.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,True,False,False
AN,2008,4,0,4,0,0,4,0,44.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2009,24,0,24,0,0,24,0,630.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2010,46,0,46,0,0,46,0,1310.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2011,78,0,78,0,0,78,0,1660.0,29.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2012,90,0,90,0,0,90,0,1682.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2013,62,0,62,0,0,62,0,1176.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2014,48,0,48,0,0,48,0,804.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2015,48,0,48,0,0,48,0,889.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2016,43,0,43,0,0,43,0,1017.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AN,2017,34,0,34,0,0,34,0,1427.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1990,207,0,207,0,0,207,0,1288.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1991,210,0,210,0,0,210,0,1342.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1992,201,0,201,0,0,201,0,1495.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1993,188,0,188,0,0,188,0,1245.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1994,159,0,159,0,0,159,0,1574.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1995,146,0,146,0,0,146,0,2018.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1996,114,0,114,0,0,114,0,2511.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1997,117,0,117,0,0,117,0,2365.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1998,107,0,107,0,0,107,0,2023.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,1999,67,0,67,0,0,67,0,1826.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2000,125,0,125,0,0,125,0,2059.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2001,50,0,50,0,0,50,0,819.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2002,52,0,52,0,0,52,0,622.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2003,63,0,63,0,0,63,0,781.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2004,66,0,66,0,0,66,0,653.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2005,50,0,50,0,0,50,0,627.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2006,56,0,56,0,0,56,0,533.0,10.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2007,78,0,78,0,0,78,0,542.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2008,73,0,73,0,0,73,0,532.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2009,48,0,48,0,0,48,0,516.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2010,42,0,42,0,0,42,0,666.0,22.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2011,37,0,37,0,0,37,0,687.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2012,46,0,46,0,0,46,0,764.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2013,50,0,50,0,0,50,0,1455.0,23.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2014,88,0,88,0,0,88,0,1985.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2015,92,0,92,0,0,92,0,2183.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2016,86,0,86,0,0,86,0,2357.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2017,64,0,64,0,0,64,0,2240.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2018,50,0,50,0,0,50,0,2168.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2019,50,0,50,0,0,50,0,2026.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AR,2020,42,0,42,0,0,42,0,613.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AR,2021,36,0,36,0,0,36,0,729.0,19.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AR,2022,118,0,118,0,0,118,0,2380.0,13.5,1159.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4869747899159664,False,False,False
AR,2023,272,0,272,0,0,272,0,5033.0,14.0,3679.0,0.0,1.0,0.0,0.0,1.0,0.0,0.73097556129545,False,False,False
AR,2024,292,0,292,0,0,292,0,5784.0,16.5,4424.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7648686030428768,False,False,False
AR,2025,225,0,225,0,0,225,0,4915.0,19.0,3640.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7405900305188199,False,False,False
AT,1990,24,0,24,0,0,24,0,530.0,23.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1991,24,0,24,0,0,24,0,568.0,21.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1992,74,0,74,0,0,74,0,1121.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1993,92,0,92,0,0,92,0,1731.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1994,93,0,93,0,0,93,0,1690.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1995,74,0,74,0,0,74,0,1519.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1996,72,0,72,0,0,72,0,1854.0,25.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1997,72,0,72,0,0,72,0,2042.0,28.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1998,88,0,88,0,0,88,0,2112.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,1999,164,0,164,0,0,164,0,2282.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2000,122,0,122,0,0,122,0,2368.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2001,96,0,96,0,0,96,0,2167.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2002,48,0,48,0,0,48,0,1408.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2003,48,0,48,0,0,48,0,1335.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2004,48,0,48,0,0,48,0,1410.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2005,48,0,48,0,0,48,0,1504.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2006,54,0,54,0,0,54,0,1606.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2007,72,0,72,0,0,72,0,1720.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2008,68,0,68,0,0,68,0,1810.0,29.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2009,50,0,50,0,0,50,0,1338.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2010,66,0,66,0,0,66,0,1368.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2011,66,0,66,0,0,66,0,1395.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2012,62,0,62,0,0,62,0,1388.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2013,66,0,66,0,0,66,0,1699.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2014,88,0,88,0,0,88,0,2222.0,27.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2015,112,0,112,0,0,112,0,2538.0,22.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2016,136,0,136,0,0,136,0,2908.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2017,158,0,158,0,0,158,0,2949.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2018,134,0,134,0,0,134,0,2747.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2019,156,0,156,0,0,156,0,3336.0,23.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2020,60,0,60,0,0,60,0,890.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AT,2021,80,0,80,0,0,80,0,1370.0,16.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AT,2022,114,0,114,0,0,114,0,2437.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2023,108,0,108,0,0,108,0,2549.0,28.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2024,103,0,103,0,0,103,0,2339.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AT,2025,150,0,150,0,0,150,0,3117.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1990,297,0,297,0,0,297,0,2342.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1991,363,0,363,0,0,363,0,3832.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1992,308,0,308,0,0,308,0,4422.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1993,289,0,289,0,0,289,0,4702.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1994,293,0,293,0,0,293,0,4605.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1995,254,0,254,0,0,254,0,3812.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1996,151,0,151,0,0,151,0,2987.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1997,108,0,108,0,0,108,0,2776.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1998,94,0,94,0,0,94,0,3007.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,1999,98,0,98,0,0,98,0,3278.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2000,133,0,133,0,0,133,0,4164.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2001,106,0,106,0,0,106,0,4096.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2002,96,0,96,0,0,96,0,3199.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2003,96,0,96,0,0,96,0,3411.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2004,110,0,110,0,0,110,0,4063.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2005,120,0,120,0,0,120,0,4104.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2006,152,0,152,0,0,152,0,4538.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2007,198,0,198,0,0,198,0,5105.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2008,168,0,168,0,0,168,0,5091.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2009,219,0,219,0,0,219,0,4654.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2010,218,0,218,0,0,218,0,4542.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2011,222,0,222,0,0,222,0,4729.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2012,185,0,185,0,0,185,0,4644.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2013,200,0,200,0,0,200,0,4718.0,27.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2014,203,0,203,0,0,203,0,4851.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2015,242,0,242,0,0,242,0,5324.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2016,262,0,262,0,0,262,0,5413.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2017,227,0,227,0,0,227,0,5026.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2018,257,0,257,0,0,257,0,5567.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2019,251,0,251,0,0,251,0,5710.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2020,75,0,75,0,0,75,0,1388.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AU,2021,11,0,11,0,0,11,0,99.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
AU,2022,188,0,188,0,0,188,0,3307.0,17.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2023,274,0,274,0,0,274,0,4632.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2024,314,0,314,0,0,314,0,5076.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AU,2025,314,0,314,0,0,314,0,4989.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AZ,2014,8,0,8,0,0,8,0,64.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AZ,2015,24,0,24,0,0,24,0,288.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AZ,2016,24,0,24,0,0,24,0,254.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AZ,2017,24,0,24,0,0,24,0,276.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AZ,2018,24,0,24,0,0,24,0,210.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AZ,2019,22,0,22,0,0,22,0,192.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
AZ,2020,6,0,6,0,0,6,0,32.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
BD,1990,6,0,6,0,0,6,0,130.0,23.0,130.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BD,1993,2,0,2,0,0,2,0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,1994,24,0,24,0,0,24,0,102.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,1995,24,0,24,0,0,24,0,208.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,1996,24,0,24,0,0,24,0,210.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,1997,24,0,24,0,0,24,0,200.0,8.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,1998,24,0,24,0,0,24,0,208.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,1999,20,0,20,0,0,20,0,162.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,2000,38,0,38,0,0,38,0,272.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,2001,34,0,34,0,0,34,0,277.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,2002,24,0,24,0,0,24,0,212.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,2003,24,0,24,0,0,24,0,206.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,2004,24,0,24,0,0,24,0,208.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,2005,24,0,24,0,0,24,0,200.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BD,2006,14,0,14,0,0,14,0,62.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BE,1990,50,0,50,0,0,50,0,1476.0,28.0,1476.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1991,86,0,86,0,0,86,0,1841.0,25.0,1841.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1992,115,0,115,0,0,115,0,2205.0,22.0,2205.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1993,86,0,86,0,0,86,0,1926.0,25.0,1926.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1994,122,0,122,0,0,122,0,2274.0,17.0,2274.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1995,148,0,148,0,0,148,0,2689.0,17.0,2689.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1996,172,0,172,0,0,172,0,2821.0,12.0,2821.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1997,175,0,175,0,0,175,0,2566.0,10.0,2566.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1998,177,0,177,0,0,177,0,2372.0,10.0,2372.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,1999,271,0,271,0,0,271,0,3054.0,10.0,3054.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BE,2000,122,0,122,0,0,122,0,1746.0,11.5,1746.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BG,1992,2,0,2,0,0,2,0,6.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BG,1993,10,0,10,0,0,10,0,62.0,7.0,62.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,False,False
BH,1994,214,0,214,0,0,214,0,260.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BH,1995,356,0,356,0,0,356,0,418.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BH,1996,53,0,53,0,0,53,0,398.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BH,1997,8,0,8,0,0,8,0,38.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BH,2025,6,0,6,0,0,6,0,80.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BO,2008,20,0,20,0,0,20,0,243.0,13.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BO,2009,43,0,43,0,0,43,0,375.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BO,2010,40,0,40,0,0,40,0,373.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BO,2011,50,0,50,0,0,50,0,432.0,9.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BO,2012,10,0,10,0,0,10,0,115.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1990,432,0,432,0,0,432,0,3297.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1991,534,0,534,0,0,534,0,4198.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1992,671,0,671,0,0,671,0,5058.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1993,644,0,644,0,0,644,0,5048.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1994,714,0,714,0,0,714,0,5378.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1995,567,0,567,0,0,567,0,5965.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1996,640,0,640,0,0,640,0,7066.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1997,679,0,679,0,0,679,0,7657.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1998,692,0,692,0,0,692,0,7764.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,1999,537,0,537,0,0,537,0,6485.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2000,327,0,327,0,0,327,0,5747.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2001,301,0,301,0,0,301,0,5648.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2002,290,0,290,0,0,290,0,4852.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2003,220,0,220,0,0,220,0,3752.0,16.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2004,219,0,219,0,0,219,0,3693.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2005,194,0,194,0,0,194,0,3875.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2006,193,0,193,0,0,193,0,3592.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
BR,2007,96,0,96,0,0,96,0,3646.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
