corridor,nation,year,n_rows,n_air_time_valid,n_air_time_zero,n_air_time_null,n_ramp_valid,n_ramp_zero,n_ramp_null,dep_total,median_departures,dep_home0,share_air_time_valid,share_air_time_zero,share_air_time_null,share_ramp_valid,share_ramp_zero,share_ramp_null,share_dep_home0,covid_flag,match_sensitive,gate_g6_pass,directions
usmideast,IL,2009,128,0,128,0,0,128,0,2206.0,13.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2010,122,0,122,0,0,122,0,2222.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2011,128,0,128,0,0,128,0,2229.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2012,125,0,125,0,0,125,0,2277.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2013,118,0,118,0,0,118,0,2305.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2014,116,0,116,0,0,116,0,2304.0,18.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2015,129,0,129,0,0,129,0,2468.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2016,163,0,163,0,0,163,0,2624.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2017,151,0,151,0,0,151,0,2707.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2018,190,0,190,0,0,190,0,3163.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2019,235,0,235,0,0,235,0,3404.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2020,115,0,115,0,0,115,0,908.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2021,142,0,142,0,0,142,0,1914.0,10.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2022,177,0,177,0,0,177,0,3301.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2023,209,0,209,0,0,209,0,3991.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2024,225,0,225,0,0,225,0,4717.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IL,2025,225,0,225,0,0,225,0,4345.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,IT,2025,1,0,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,MY,1998,18,0,18,0,0,18,0,212.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,MY,1999,24,0,24,0,0,24,0,309.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,MY,2000,24,0,24,0,0,24,0,307.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,MY,2001,18,0,18,0,0,18,0,218.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,MY,2002,16,0,16,0,0,16,0,186.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,MY,2003,24,0,24,0,0,24,0,312.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,MY,2004,20,0,20,0,0,20,0,262.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2007,12,0,12,0,0,12,0,332.0,30.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2008,30,0,30,0,0,30,0,868.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2009,68,0,68,0,0,68,0,2014.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2010,72,0,72,0,0,72,0,2190.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2011,72,0,72,0,0,72,0,2184.0,30.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2012,72,0,72,0,0,72,0,2196.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2013,90,0,90,0,0,90,0,2660.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2014,140,0,140,0,0,140,0,4194.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2015,168,0,168,0,0,168,0,5138.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2016,224,0,224,0,0,224,0,7238.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2017,240,0,240,0,0,240,0,7974.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2018,240,0,240,0,0,240,0,8008.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2019,240,0,240,0,0,240,0,7888.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2020,160,0,160,0,0,160,0,4452.0,29.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2021,274,0,274,0,0,274,0,7974.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2022,288,0,288,0,0,288,0,9422.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2023,284,0,284,0,0,284,0,9480.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2024,264,0,264,0,0,264,0,10948.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,QA,2025,339,0,339,0,0,339,0,10696.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,SA,1996,1,0,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,SA,2012,1,0,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1990,4,0,4,0,0,4,0,50.0,12.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1991,14,0,14,0,0,14,0,212.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1992,16,0,16,0,0,16,0,320.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1993,5,0,5,0,0,5,0,153.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1994,22,0,22,0,0,22,0,532.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1995,31,0,31,0,0,31,0,673.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1996,27,0,27,0,0,27,0,720.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1997,40,0,40,0,0,40,0,942.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1998,48,0,48,0,0,48,0,1042.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,1999,65,0,65,0,0,65,0,1208.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2000,75,0,75,0,0,75,0,1451.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2001,66,0,66,0,0,66,0,1416.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2002,48,0,48,0,0,48,0,1022.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2003,48,0,48,0,0,48,0,1083.0,23.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2004,48,0,48,0,0,48,0,1086.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2005,48,0,48,0,0,48,0,1092.0,23.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2006,51,0,51,0,0,51,0,1059.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2007,75,0,75,0,0,75,0,1125.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2008,82,0,82,0,0,82,0,1100.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2009,94,0,94,0,0,94,0,1334.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2010,102,0,102,0,0,102,0,1608.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2011,154,0,154,0,0,154,0,2842.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2012,138,0,138,0,0,138,0,3726.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2013,162,0,162,0,0,162,0,4568.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2014,172,0,172,0,0,172,0,5229.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2015,208,0,208,0,0,208,0,6301.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2016,250,0,250,0,0,250,0,7517.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2017,246,0,246,0,0,246,0,7065.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2018,240,0,240,0,0,240,0,7277.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2019,262,0,262,0,0,262,0,7319.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2020,223,0,223,0,0,223,0,3572.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2021,368,0,368,0,0,368,0,7782.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2022,445,0,445,0,0,445,0,11604.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2023,515,0,515,0,0,515,0,12577.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2024,619,0,619,0,0,619,0,14165.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,TR,2025,637,0,637,0,0,637,0,15296.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1990,44,44,0,0,44,0,0,314.0,7.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1991,32,32,0,0,32,0,0,189.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1992,46,46,0,0,46,0,0,380.0,7.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1993,52,52,0,0,52,0,0,555.0,11.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1994,59,59,0,0,59,0,0,803.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1995,76,76,0,0,76,0,0,977.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1996,101,101,0,0,101,0,0,1307.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1997,83,83,0,0,83,0,0,1335.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1998,83,83,0,0,83,0,0,1938.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,1999,108,108,0,0,108,0,0,2274.0,25.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2000,87,87,0,0,87,0,0,2527.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2001,64,64,0,0,64,0,0,1670.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2002,48,48,0,0,48,0,0,1228.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2003,48,48,0,0,48,0,0,1132.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2004,49,49,0,0,49,0,0,1809.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2005,50,50,0,0,50,0,0,1862.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2006,76,76,0,0,76,0,0,2502.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2007,93,93,0,0,93,0,0,3029.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2008,131,131,0,0,131,0,0,4043.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2009,172,172,0,0,172,0,0,5184.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2010,184,184,0,0,184,0,0,5452.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2011,179,179,0,0,179,0,0,5190.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2012,163,163,0,0,163,0,0,5195.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2013,159,159,0,0,159,0,0,5092.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2014,133,133,0,0,133,0,0,4452.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2015,136,136,0,0,136,0,0,4381.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2016,95,95,0,0,95,0,0,2690.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2017,112,112,0,0,112,0,0,2885.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2018,118,118,0,0,118,0,0,2863.0,29.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2019,129,129,0,0,129,0,0,3325.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2020,110,110,0,0,110,0,0,2140.0,12.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2021,159,159,0,0,159,0,0,3273.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2022,256,256,0,0,256,0,0,4979.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2023,257,257,0,0,257,0,0,5292.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2024,72,72,0,0,72,0,0,1815.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
usmideast,US,2025,109,109,0,0,109,0,0,2762.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,both (US-origin outbound + US-destination inbound pooled)
