check,value,n_airborne_min_mean,n_ramp_min_mean,example_origin,example_dest,example_year,example_month,example_departures,example_distance,example_airborne_min_mean,decision
implied_speed_below_50mph,21.21951219512195,1.0,0.0,WSX,YWH,2011,11,1.0,29.0,82.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,32.523364485981304,1.0,0.0,WSX,YWH,2012,1,2.0,29.0,53.5,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,28.064516129032256,1.0,0.0,WSX,YWH,2012,2,1.0,29.0,62.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,31.636363636363637,1.0,0.0,WSX,YWH,2012,8,1.0,29.0,55.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,9.012048192771084,1.0,0.0,YAZ,LKE,2008,9,1.0,187.0,1245.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,46.54545454545455,1.0,0.0,YCD,BFI,2008,9,1.0,128.0,165.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,34.45493562231759,1.0,0.0,YEG,PDX,2005,2,1.0,669.0,1165.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,1.2421242124212422,1.0,0.0,YGE,LKE,2025,10,1.0,207.0,9999.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,21.73310225303293,1.0,0.0,YHH,KEH,2011,5,5.0,209.0,577.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,45.04109589041096,1.0,0.0,YHS,KEH,2007,7,2.0,137.0,182.5,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.44360902255639,1.0,0.0,YHS,KEH,2008,8,4.0,137.0,166.25,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,48.91304347826087,1.0,0.0,YUL,BTV,2005,11,1.0,75.0,92.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,38.70967741935483,1.0,0.0,YVR,BLI,1997,1,1.0,40.0,62.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,27.586206896551726,1.0,0.0,YVR,BLI,2004,11,1.0,40.0,87.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,26.08695652173913,1.0,0.0,YVR,BLI,2016,1,1.0,40.0,92.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,39.823008849557525,1.0,0.0,YVR,CLM,1999,10,1.0,75.0,113.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,29.68421052631579,1.0,0.0,YVR,FRD,2011,8,1.0,47.0,95.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,33.3389544688027,1.0,0.0,YVR,IDA,2008,1,1.0,659.0,1186.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,46.0,1.0,0.0,YVR,LKE,2003,6,5.0,115.0,150.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,46.0,1.0,0.0,YVR,LKE,2003,7,4.0,115.0,150.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,46.0,1.0,0.0,YVR,LKE,2003,8,6.0,115.0,150.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,48.421052631578945,1.0,0.0,YVR,LKE,2003,9,4.0,115.0,142.5,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,34.80916030534352,1.0,0.0,YWH,FBS,2023,7,4.0,19.0,32.75,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,8.639999999999999,1.0,0.0,YWH,FRD,2009,10,1.0,18.0,125.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,19.636363636363637,1.0,0.0,YWH,FRD,2010,8,1.0,18.0,55.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,19.636363636363637,1.0,0.0,YWH,FRD,2010,9,1.0,18.0,55.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,19.636363636363637,1.0,0.0,YWH,FRD,2011,7,1.0,18.0,55.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,19.636363636363637,1.0,0.0,YWH,FRD,2012,10,1.0,18.0,55.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,48.308525033829504,1.0,0.0,YWH,KEH,2007,7,17.0,70.0,86.94117647058823,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2008,4,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2008,6,2.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,44.73094170403588,1.0,0.0,YWH,KEH,2008,8,19.0,70.0,93.89473684210526,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,31.27659574468085,1.0,0.0,YWH,KEH,2008,9,7.0,70.0,134.28571428571428,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2008,10,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2008,12,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,22.7027027027027,1.0,0.0,YWH,KEH,2009,2,1.0,70.0,185.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,24.705882352941174,1.0,0.0,YWH,KEH,2009,3,2.0,70.0,170.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,31.57894736842105,1.0,0.0,YWH,KEH,2009,11,3.0,70.0,133.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2010,2,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2010,12,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2011,1,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2011,2,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2011,3,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2011,11,2.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2011,12,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2012,3,4.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2012,11,3.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2012,12,2.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2013,2,1.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.41176470588235,1.0,0.0,YWH,KEH,2013,3,2.0,70.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,38.777666714265315,1.0,0.0,YWH,LKE,2022,4,62.0,73.0,112.95161290322581,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,8.129032258064516,1.0,0.0,YWH,LPS,2009,7,1.0,21.0,155.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,9.272727272727273,1.0,0.0,YWH,RCE,2008,8,1.0,17.0,110.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,6.375,1.0,0.0,YWH,RCE,2008,9,1.0,17.0,160.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,18.545454545454547,1.0,0.0,YWH,RCE,2009,5,1.0,17.0,55.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,16.32,1.0,0.0,YWH,RCE,2009,9,2.0,17.0,62.5,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,18.545454545454547,1.0,0.0,YWH,RCE,2010,7,1.0,17.0,55.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2023,8,49.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,48.0,1.0,0.0,YYJ,FRD,2023,10,44.0,20.0,25.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2024,1,21.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2024,9,1.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2024,10,23.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2024,11,21.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2024,12,16.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2025,1,23.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2025,2,19.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,40.0,1.0,0.0,YYJ,FRD,2025,3,15.0,20.0,30.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,46.679316888045534,1.0,0.0,YYJ,KEH,2008,8,5.0,82.0,105.4,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,42.78260869565217,1.0,0.0,YYJ,KEH,2009,4,1.0,82.0,115.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,42.78260869565217,1.0,0.0,YYJ,KEH,2009,5,1.0,82.0,115.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.199999999999996,1.0,0.0,YYJ,KEH,2009,6,1.0,82.0,100.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,39.12524850894633,1.0,0.0,YYJ,KEH,2009,7,4.0,82.0,125.75,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,46.857142857142854,1.0,0.0,YYJ,KEH,2009,8,3.0,82.0,105.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,37.84615384615385,1.0,0.0,YYJ,KEH,2010,4,1.0,82.0,130.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.199999999999996,1.0,0.0,YYJ,KEH,2010,5,1.0,82.0,100.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,42.78260869565217,1.0,0.0,YYJ,KEH,2010,8,1.0,82.0,115.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,37.84615384615385,1.0,0.0,YYJ,KEH,2011,7,1.0,82.0,130.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,37.84615384615385,1.0,0.0,YYJ,KEH,2011,8,2.0,82.0,130.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.44723618090452,1.0,0.0,YYJ,KEH,2012,8,6.0,82.0,99.5,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,44.329896907216494,1.0,0.0,YYJ,LKE,2013,5,5.0,86.0,116.4,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,31.2,1.0,0.0,YYJ,RCE,2008,11,1.0,13.0,25.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,9.176470588235293,1.0,0.0,YYJ,RCE,2010,5,1.0,13.0,85.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,31.2,1.0,0.0,YYJ,RCE,2010,6,1.0,13.0,25.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,37.77777777777778,1.0,0.0,YYZ,BUF,1998,9,1.0,68.0,108.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,36.75675675675676,1.0,0.0,YYZ,BUF,1998,11,1.0,68.0,111.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,34.57627118644068,1.0,0.0,YYZ,BUF,2000,7,1.0,68.0,118.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,45.58659217877095,1.0,0.0,YYZ,BUF,2003,4,2.0,68.0,89.5,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,38.49056603773585,1.0,0.0,YYZ,BUF,2010,6,1.0,68.0,106.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,44.83516483516484,1.0,0.0,YYZ,BUF,2012,2,1.0,68.0,91.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,32.125984251968504,1.0,0.0,YYZ,BUF,2018,3,1.0,68.0,127.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,36.34285714285714,1.0,0.0,YYZ,ROC,2005,2,1.0,106.0,175.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,49.6875,1.0,0.0,YYZ,ROC,2011,12,1.0,106.0,128.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,45.42857142857142,1.0,0.0,YYZ,ROC,2012,3,1.0,106.0,140.0,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
implied_speed_below_50mph,27.192825112107624,1.0,0.0,ZSA,FLL,2006,12,4.0,379.0,836.25,EXCLUDED from baseline/excess (airborne_min_mean left untouched in panel_monthly/panel_excess)
distance_zero_cell_ok,0.0,,,SWL,WFB,2002,4,11.0,0.0,24.0,"KEPT (short-route rounding artifact; implied speed undefined, not excluded from outcomes)"
distance_zero_cell_ok,0.0,,,WFB,SWL,2002,4,13.0,0.0,24.0,"KEPT (short-route rounding artifact; implied speed undefined, not excluded from outcomes)"
diagnostic_only_gt_1000min_per_dep,1024.1304347826087,1.0,0.0,BOM,ATL,2008,11,23.0,8502.0,1024.1304347826087,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.9285714285714,1.0,0.0,BOM,ATL,2008,12,28.0,8502.0,1019.9285714285714,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1008.4,1.0,0.0,BOM,ATL,2009,1,30.0,8502.0,1008.4,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1003.625,1.0,0.0,BOM,ATL,2009,2,24.0,8502.0,1003.625,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1006.6153846153846,1.0,0.0,BOM,ATL,2009,10,13.0,8502.0,1006.6153846153846,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1880.0,1.0,0.0,CUN,MCI,2006,5,14.0,1341.0,1880.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1006.1666666666666,1.0,0.0,DFW,HKG,2020,4,6.0,8120.0,1006.1666666666666,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1009.2,1.0,0.0,DXB,ATL,2015,1,30.0,7599.0,1009.2,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1008.8125,1.0,0.0,DXB,ATL,2016,1,16.0,7599.0,1008.8125,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1003.4,1.0,0.0,DXB,ATL,2016,2,5.0,7599.0,1003.4,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,2401.0,1.0,0.0,FLL,NSB,2018,2,87.0,59.0,2401.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1282.0,1.0,0.0,FLL,NSB,2019,12,45.0,59.0,1282.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1200.0,1.0,0.0,GCM,CVG,1999,6,4.0,1375.0,1200.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1011.3571428571429,1.0,0.0,IAH,SYD,2018,1,14.0,8587.0,1011.3571428571429,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1021.5,1.0,0.0,IAH,SYD,2018,2,28.0,8587.0,1021.5,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1027.3225806451612,1.0,0.0,IAH,SYD,2018,3,31.0,8587.0,1027.3225806451612,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1025.2758620689656,1.0,0.0,IAH,SYD,2018,4,29.0,8587.0,1025.2758620689656,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1026.225806451613,1.0,0.0,IAH,SYD,2018,5,31.0,8587.0,1026.225806451613,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1011.6666666666666,1.0,0.0,IAH,SYD,2018,6,30.0,8587.0,1011.6666666666666,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1006.7857142857143,1.0,0.0,IAH,SYD,2018,10,28.0,8587.0,1006.7857142857143,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1015.1666666666666,1.0,0.0,IAH,SYD,2018,11,30.0,8587.0,1015.1666666666666,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1023.3225806451613,1.0,0.0,IAH,SYD,2018,12,31.0,8587.0,1023.3225806451613,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1004.9677419354839,1.0,0.0,IAH,SYD,2019,1,31.0,8587.0,1004.9677419354839,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1009.695652173913,1.0,0.0,IAH,SYD,2019,2,23.0,8587.0,1009.695652173913,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1012.7692307692307,1.0,0.0,IAH,SYD,2019,3,26.0,8587.0,1012.7692307692307,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1024.3529411764705,1.0,0.0,IAH,SYD,2019,4,17.0,8587.0,1024.3529411764705,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.2222222222222,1.0,0.0,IAH,SYD,2019,5,18.0,8587.0,1019.2222222222222,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1013.5882352941177,1.0,0.0,IAH,SYD,2019,6,17.0,8587.0,1013.5882352941177,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1006.5,1.0,0.0,IAH,SYD,2019,10,20.0,8587.0,1006.5,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1017.6896551724138,1.0,0.0,IAH,SYD,2019,11,29.0,8587.0,1017.6896551724138,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.5806451612904,1.0,0.0,IAH,SYD,2019,12,31.0,8587.0,1019.5806451612904,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1004.6206896551724,1.0,0.0,IAH,SYD,2020,1,29.0,8587.0,1004.6206896551724,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1031.4137931034484,1.0,0.0,IAH,SYD,2020,2,29.0,8587.0,1031.4137931034484,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1031.578947368421,1.0,0.0,IAH,SYD,2020,3,19.0,8587.0,1031.578947368421,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1010.8461538461538,1.0,0.0,IAH,SYD,2022,11,13.0,8587.0,1010.8461538461538,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1001.8636363636364,1.0,0.0,IAH,SYD,2022,12,22.0,8587.0,1001.8636363636364,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1004.0,1.0,0.0,IAH,SYD,2023,1,30.0,8587.0,1004.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1018.6296296296297,1.0,0.0,IAH,SYD,2023,2,27.0,8587.0,1018.6296296296297,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1003.8461538461538,1.0,0.0,IAH,SYD,2023,11,13.0,8587.0,1003.8461538461538,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1014.9677419354839,1.0,0.0,IAH,SYD,2023,12,31.0,8587.0,1014.9677419354839,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
