nation,year,share_air_time_valid,dep_total,n_rows,covid_flag,match_sensitive,reason
CR,2013,0.0,14472.0,982,False,False,share_air_time_valid < 0.5
CR,2014,0.0,14471.0,825,False,False,share_air_time_valid < 0.5
CR,2015,0.0,12608.0,850,False,False,share_air_time_valid < 0.5
CR,2016,0.0,12558.0,905,False,False,share_air_time_valid < 0.5
CR,2017,0.0,12433.0,929,False,False,share_air_time_valid < 0.5
CR,2018,0.0,13452.0,886,False,False,share_air_time_valid < 0.5
CR,2019,0.0,13303.0,723,False,False,share_air_time_valid < 0.5
CR,2020,0.0,4248.0,278,True,False,share_air_time_valid < 0.5
CR,2021,0.0,9553.0,494,True,False,share_air_time_valid < 0.5
CR,2022,0.0,12511.0,751,False,False,share_air_time_valid < 0.5
CR,2023,0.0,13449.0,463,False,False,share_air_time_valid < 0.5
CR,2024,0.0,15682.0,500,False,False,share_air_time_valid < 0.5
CR,2025,0.0,17854.0,591,False,False,share_air_time_valid < 0.5
CV,1992,0.0,34.0,2,False,False,share_air_time_valid < 0.5
CV,1993,0.0,4331.0,242,False,False,share_air_time_valid < 0.5
CV,1994,0.0,3328.0,230,False,False,share_air_time_valid < 0.5
CV,1995,0.0,3299.0,231,False,False,share_air_time_valid < 0.5
CV,1996,0.0,3353.0,231,False,False,share_air_time_valid < 0.5
CV,1997,0.0,3087.0,234,False,False,share_air_time_valid < 0.5
CV,1998,0.0,2906.0,227,False,False,share_air_time_valid < 0.5
CV,1999,0.0,2764.0,226,False,False,share_air_time_valid < 0.5
CV,2000,0.0,2761.0,213,False,False,share_air_time_valid < 0.5
CV,2001,0.0,2554.0,217,False,False,share_air_time_valid < 0.5
CV,2002,0.0,2503.0,231,False,False,share_air_time_valid < 0.5
CV,2003,0.0,2460.0,257,False,False,share_air_time_valid < 0.5
CV,2004,0.0,526.0,74,False,False,share_air_time_valid < 0.5
CZ,1990,0.0,230.0,28,False,False,share_air_time_valid < 0.5
CZ,1991,0.0,314.0,32,False,False,share_air_time_valid < 0.5
CZ,1992,0.0,312.0,24,False,False,share_air_time_valid < 0.5
CZ,1993,0.0,456.0,48,False,False,share_air_time_valid < 0.5
CZ,1994,0.0,422.0,48,False,False,share_air_time_valid < 0.5
CZ,1995,0.0,486.0,46,False,False,share_air_time_valid < 0.5
CZ,1996,0.0,482.0,26,False,False,share_air_time_valid < 0.5
CZ,1997,0.0,530.0,24,False,False,share_air_time_valid < 0.5
CZ,1998,0.0,548.0,24,False,False,share_air_time_valid < 0.5
CZ,1999,0.0,528.0,24,False,False,share_air_time_valid < 0.5
CZ,2000,0.0,544.0,24,False,False,share_air_time_valid < 0.5
CZ,2001,0.0,678.0,40,False,False,share_air_time_valid < 0.5
CZ,2002,0.0,588.0,24,False,False,share_air_time_valid < 0.5
CZ,2003,0.0,736.0,38,False,False,share_air_time_valid < 0.5
CZ,2004,0.0,875.0,47,False,False,share_air_time_valid < 0.5
CZ,2005,0.0,933.0,44,False,False,share_air_time_valid < 0.5
CZ,2006,0.0,840.0,36,False,False,share_air_time_valid < 0.5
CZ,2007,0.0,700.0,24,False,False,share_air_time_valid < 0.5
CZ,2008,0.0,659.0,24,False,False,share_air_time_valid < 0.5
CZ,2009,0.0,484.0,20,False,False,share_air_time_valid < 0.5
DE,1990,0.0,12206.0,617,False,False,share_air_time_valid < 0.5
DE,1991,0.0,10938.0,612,False,False,share_air_time_valid < 0.5
DE,1992,0.0,11632.0,716,False,False,share_air_time_valid < 0.5
DE,1993,0.0,9436.0,623,False,False,share_air_time_valid < 0.5
DE,1994,0.0,9355.0,552,False,False,share_air_time_valid < 0.5
DE,1995,0.0,9352.0,487,False,False,share_air_time_valid < 0.5
DE,1996,0.0,9984.0,585,False,False,share_air_time_valid < 0.5
DE,1997,0.0,12170.0,690,False,False,share_air_time_valid < 0.5
DE,1998,0.0,12920.0,780,False,False,share_air_time_valid < 0.5
DE,1999,0.0,14576.0,764,False,False,share_air_time_valid < 0.5
DE,2000,0.0,15822.0,730,False,False,share_air_time_valid < 0.5
DE,2001,0.0,15984.0,773,False,False,share_air_time_valid < 0.5
DE,2002,0.0,15873.0,651,False,False,share_air_time_valid < 0.5
DE,2003,0.0,16752.0,778,False,False,share_air_time_valid < 0.5
DE,2004,0.0,17848.0,815,False,False,share_air_time_valid < 0.5
DE,2005,0.0,18507.0,864,False,False,share_air_time_valid < 0.5
DE,2006,0.0,19205.0,911,False,False,share_air_time_valid < 0.5
DE,2007,0.0,20859.0,918,False,False,share_air_time_valid < 0.5
DE,2008,0.0,21934.0,1042,False,False,share_air_time_valid < 0.5
DE,2009,0.0,21327.0,1083,False,False,share_air_time_valid < 0.5
DE,2010,0.0,22245.0,1229,False,False,share_air_time_valid < 0.5
DE,2011,0.0,23863.0,1314,False,False,share_air_time_valid < 0.5
DE,2012,0.0,23807.0,1363,False,False,share_air_time_valid < 0.5
DE,2013,0.0,24414.0,1424,False,False,share_air_time_valid < 0.5
DE,2014,0.0,24398.0,1319,False,False,share_air_time_valid < 0.5
DE,2015,0.0,24274.0,1247,False,False,share_air_time_valid < 0.5
DE,2016,0.0,26409.0,1252,False,False,share_air_time_valid < 0.5
DE,2017,0.0,28022.0,1403,False,False,share_air_time_valid < 0.5
DE,2018,0.0,29292.0,1652,False,False,share_air_time_valid < 0.5
DE,2019,0.0,32110.0,1679,False,False,share_air_time_valid < 0.5
DE,2020,0.0,8604.0,538,True,False,share_air_time_valid < 0.5
DE,2021,0.0,10779.0,647,True,False,share_air_time_valid < 0.5
DE,2022,0.0,19657.0,1303,False,False,share_air_time_valid < 0.5
DE,2023,0.0,21231.0,1335,False,False,share_air_time_valid < 0.5
DE,2024,0.0,24203.0,1393,False,False,share_air_time_valid < 0.5
DE,2025,0.0,25158.0,1301,False,False,share_air_time_valid < 0.5
DJ,2017,0.0,2313.0,271,False,False,share_air_time_valid < 0.5
DJ,2018,0.0,4491.0,339,False,False,share_air_time_valid < 0.5
DJ,2019,0.0,1444.0,86,False,False,share_air_time_valid < 0.5
DK,2025,0.0,1729.0,88,False,False,share_air_time_valid < 0.5
DO,1990,0.0,2607.0,222,False,False,share_air_time_valid < 0.5
DO,1991,0.0,2219.0,198,False,False,share_air_time_valid < 0.5
DO,1992,0.0,3162.0,140,False,False,share_air_time_valid < 0.5
DO,1993,0.0,2516.0,143,False,False,share_air_time_valid < 0.5
DO,1994,0.0,2280.0,160,False,False,share_air_time_valid < 0.5
DO,2008,0.0,493.0,24,False,False,share_air_time_valid < 0.5
DO,2009,0.0,1582.0,94,False,False,share_air_time_valid < 0.5
DO,2010,0.0,442.0,30,False,False,share_air_time_valid < 0.5
EC,1990,0.0,1000.0,85,False,False,share_air_time_valid < 0.5
EC,1991,0.0,1382.0,154,False,False,share_air_time_valid < 0.5
EC,1992,0.0,1403.0,107,False,False,share_air_time_valid < 0.5
EC,1993,0.0,615.0,73,False,False,share_air_time_valid < 0.5
EC,1996,0.0,312.0,19,False,False,share_air_time_valid < 0.5
EC,1997,0.0,720.0,70,False,False,share_air_time_valid < 0.5
EC,1998,0.0,1005.0,95,False,False,share_air_time_valid < 0.5
EC,1999,0.0,592.0,40,False,False,share_air_time_valid < 0.5
EC,2000,0.0,309.0,27,False,False,share_air_time_valid < 0.5
EC,2003,0.0,983.0,42,False,False,share_air_time_valid < 0.5
EC,2004,0.0,1455.0,63,False,False,share_air_time_valid < 0.5
EC,2005,0.0,1470.0,62,False,False,share_air_time_valid < 0.5
EC,2006,0.0,1458.0,52,False,False,share_air_time_valid < 0.5
EC,2007,0.0,1452.0,57,False,False,share_air_time_valid < 0.5
EC,2008,0.0,1398.0,56,False,False,share_air_time_valid < 0.5
EC,2009,0.0,2187.0,108,False,False,share_air_time_valid < 0.5
EC,2010,0.0,2602.0,125,False,False,share_air_time_valid < 0.5
EC,2011,0.0,2635.0,132,False,False,share_air_time_valid < 0.5
EC,2012,0.0,1840.0,68,False,False,share_air_time_valid < 0.5
EC,2013,0.0,1755.0,56,False,False,share_air_time_valid < 0.5
EC,2014,0.0,2184.0,73,False,False,share_air_time_valid < 0.5
EC,2015,0.0,2204.0,82,False,False,share_air_time_valid < 0.5
EC,2016,0.0,2638.0,103,False,False,share_air_time_valid < 0.5
EC,2017,0.0,1962.0,80,False,False,share_air_time_valid < 0.5
EC,2018,0.0,1829.0,79,False,False,share_air_time_valid < 0.5
EC,2019,0.0,1212.0,51,False,False,share_air_time_valid < 0.5
EC,2020,0.0,155.0,8,True,False,share_air_time_valid < 0.5
EC,2021,0.0,53.0,4,True,False,share_air_time_valid < 0.5
EC,2022,0.0,126.0,8,False,False,share_air_time_valid < 0.5
EC,2023,0.0,975.0,57,False,False,share_air_time_valid < 0.5
EC,2024,0.0,2224.0,125,False,False,share_air_time_valid < 0.5
EC,2025,0.0,2511.0,101,False,False,share_air_time_valid < 0.5
EE,1991,0.0,117.0,5,False,False,share_air_time_valid < 0.5
EG,1990,0.0,384.0,61,False,False,share_air_time_valid < 0.5
EG,1991,0.0,340.0,60,False,False,share_air_time_valid < 0.5
EG,1992,0.0,411.0,59,False,False,share_air_time_valid < 0.5
EG,1993,0.0,422.0,44,False,False,share_air_time_valid < 0.5
EG,1994,0.0,409.0,45,False,False,share_air_time_valid < 0.5
EG,1995,0.0,482.0,55,False,False,share_air_time_valid < 0.5
EG,1996,0.0,486.0,54,False,False,share_air_time_valid < 0.5
EG,1997,0.0,624.0,70,False,False,share_air_time_valid < 0.5
EG,1998,0.0,542.0,57,False,False,share_air_time_valid < 0.5
EG,1999,0.0,560.0,56,False,False,share_air_time_valid < 0.5
EG,2000,0.0,524.0,30,False,False,share_air_time_valid < 0.5
EG,2001,0.0,672.0,60,False,False,share_air_time_valid < 0.5
EG,2002,0.0,596.0,52,False,False,share_air_time_valid < 0.5
EG,2003,0.0,476.0,42,False,False,share_air_time_valid < 0.5
EG,2004,0.0,496.0,34,False,False,share_air_time_valid < 0.5
EG,2005,0.0,476.0,24,False,False,share_air_time_valid < 0.5
EG,2006,0.0,662.0,24,False,False,share_air_time_valid < 0.5
EG,2007,0.0,730.0,24,False,False,share_air_time_valid < 0.5
EG,2008,0.0,670.0,22,False,False,share_air_time_valid < 0.5
EG,2009,0.0,730.0,24,False,False,share_air_time_valid < 0.5
EG,2010,0.0,730.0,24,False,False,share_air_time_valid < 0.5
EG,2011,0.0,650.0,24,False,False,share_air_time_valid < 0.5
EG,2012,0.0,658.0,24,False,False,share_air_time_valid < 0.5
EG,2013,0.0,678.0,24,False,False,share_air_time_valid < 0.5
EG,2014,0.0,582.0,22,False,False,share_air_time_valid < 0.5
EG,2015,0.0,596.0,24,False,False,share_air_time_valid < 0.5
EG,2016,0.0,610.0,24,False,False,share_air_time_valid < 0.5
EG,2017,0.0,662.0,24,False,False,share_air_time_valid < 0.5
EG,2018,0.0,716.0,24,False,False,share_air_time_valid < 0.5
EG,2019,0.0,894.0,40,False,False,share_air_time_valid < 0.5
EG,2020,0.0,601.0,42,True,False,share_air_time_valid < 0.5
EG,2021,0.0,904.0,48,True,False,share_air_time_valid < 0.5
EG,2022,0.0,1018.0,48,False,False,share_air_time_valid < 0.5
EG,2023,0.0,1248.0,62,False,False,share_air_time_valid < 0.5
EG,2024,0.0,1270.0,72,False,False,share_air_time_valid < 0.5
EG,2025,0.0,818.0,48,False,False,share_air_time_valid < 0.5
ES,1990,0.0,3019.0,304,False,False,share_air_time_valid < 0.5
ES,1991,0.0,2327.0,243,False,False,share_air_time_valid < 0.5
ES,1992,0.0,3292.0,258,False,False,share_air_time_valid < 0.5
ES,1993,0.0,4390.0,354,False,False,share_air_time_valid < 0.5
ES,1994,0.0,4326.0,294,False,False,share_air_time_valid < 0.5
ES,1995,0.0,4776.0,290,False,False,share_air_time_valid < 0.5
ES,1996,0.0,5610.0,366,False,False,share_air_time_valid < 0.5
ES,1997,0.0,6140.0,436,False,False,share_air_time_valid < 0.5
ES,1998,0.0,6431.0,441,False,False,share_air_time_valid < 0.5
ES,1999,0.0,8400.0,527,False,False,share_air_time_valid < 0.5
ES,2000,0.0,9809.0,507,False,False,share_air_time_valid < 0.5
ES,2001,0.0,9172.0,487,False,False,share_air_time_valid < 0.5
ES,2002,0.0,8006.0,425,False,False,share_air_time_valid < 0.5
ES,2003,0.0,8661.0,372,False,False,share_air_time_valid < 0.5
ES,2004,0.0,7480.0,352,False,False,share_air_time_valid < 0.5
ES,2005,0.0,3323.0,269,False,False,share_air_time_valid < 0.5
ES,2006,0.0,3385.0,233,False,False,share_air_time_valid < 0.5
ES,2007,0.0,3886.0,221,False,False,share_air_time_valid < 0.5
ES,2008,0.0,4080.0,239,False,False,share_air_time_valid < 0.5
ES,2009,0.0,4405.0,314,False,False,share_air_time_valid < 0.5
ES,2010,0.0,4607.0,366,False,False,share_air_time_valid < 0.5
ES,2011,0.0,4975.0,390,False,False,share_air_time_valid < 0.5
ES,2012,0.0,4587.0,315,False,False,share_air_time_valid < 0.5
ES,2013,0.0,4289.0,272,False,False,share_air_time_valid < 0.5
ES,2014,0.0,4679.0,299,False,False,share_air_time_valid < 0.5
ES,2015,0.0,5263.0,318,False,False,share_air_time_valid < 0.5
ES,2016,0.0,5652.0,401,False,False,share_air_time_valid < 0.5
ES,2017,0.0,6086.0,390,False,False,share_air_time_valid < 0.5
ES,2018,0.0,6555.0,433,False,False,share_air_time_valid < 0.5
ES,2019,0.0,6870.0,496,False,False,share_air_time_valid < 0.5
ES,2020,0.0,1761.0,192,True,False,share_air_time_valid < 0.5
ES,2021,0.0,2632.0,242,True,False,share_air_time_valid < 0.5
ES,2022,0.0,7273.0,485,False,False,share_air_time_valid < 0.5
ES,2023,0.0,8626.0,596,False,False,share_air_time_valid < 0.5
ES,2024,0.0,9999.0,696,False,False,share_air_time_valid < 0.5
ES,2025,0.0,10078.0,681,False,False,share_air_time_valid < 0.5
ET,1998,0.0,111.0,14,False,False,share_air_time_valid < 0.5
ET,1999,0.0,288.0,24,False,False,share_air_time_valid < 0.5
ET,2000,0.0,280.0,24,False,False,share_air_time_valid < 0.5
ET,2001,0.0,266.0,24,False,False,share_air_time_valid < 0.5
ET,2002,0.0,258.0,24,False,False,share_air_time_valid < 0.5
ET,2003,0.0,256.0,24,False,False,share_air_time_valid < 0.5
ET,2004,0.0,285.0,24,False,False,share_air_time_valid < 0.5
ET,2005,0.0,336.0,24,False,False,share_air_time_valid < 0.5
ET,2006,0.0,376.0,24,False,False,share_air_time_valid < 0.5
ET,2007,0.0,500.0,24,False,False,share_air_time_valid < 0.5
ET,2008,0.0,480.0,24,False,False,share_air_time_valid < 0.5
ET,2009,0.0,460.0,24,False,False,share_air_time_valid < 0.5
ET,2010,0.0,588.0,24,False,False,share_air_time_valid < 0.5
ET,2011,0.0,644.0,24,False,False,share_air_time_valid < 0.5
ET,2012,0.0,622.0,24,False,False,share_air_time_valid < 0.5
ET,2013,0.0,728.0,24,False,False,share_air_time_valid < 0.5
ET,2014,0.0,720.0,24,False,False,share_air_time_valid < 0.5
ET,2015,0.0,728.0,24,False,False,share_air_time_valid < 0.5
ET,2016,0.0,1031.0,48,False,False,share_air_time_valid < 0.5
ET,2017,0.0,1433.0,72,False,False,share_air_time_valid < 0.5
ET,2018,0.0,1842.0,86,False,False,share_air_time_valid < 0.5
ET,2019,0.0,1768.0,90,False,False,share_air_time_valid < 0.5
ET,2020,0.0,1515.0,88,True,False,share_air_time_valid < 0.5
ET,2021,0.0,1895.0,91,True,False,share_air_time_valid < 0.5
ET,2022,0.0,2138.0,96,False,False,share_air_time_valid < 0.5
ET,2023,0.0,2677.0,132,False,False,share_air_time_valid < 0.5
ET,2024,0.0,2838.0,144,False,False,share_air_time_valid < 0.5
ET,2025,0.0,3047.0,144,False,False,share_air_time_valid < 0.5
FI,1990,0.0,940.0,48,False,False,share_air_time_valid < 0.5
FI,1991,0.0,902.0,46,False,False,share_air_time_valid < 0.5
FI,1992,0.0,766.0,32,False,False,share_air_time_valid < 0.5
FI,1993,0.0,930.0,64,False,False,share_air_time_valid < 0.5
FI,1994,0.0,943.0,73,False,False,share_air_time_valid < 0.5
FI,1995,0.0,925.0,72,False,False,share_air_time_valid < 0.5
FI,1996,0.0,902.0,51,False,False,share_air_time_valid < 0.5
FI,1997,0.0,874.0,46,False,False,share_air_time_valid < 0.5
FI,1998,0.0,911.0,44,False,False,share_air_time_valid < 0.5
FI,1999,0.0,864.0,44,False,False,share_air_time_valid < 0.5
FI,2000,0.0,722.0,30,False,False,share_air_time_valid < 0.5
FI,2001,0.0,652.0,24,False,False,share_air_time_valid < 0.5
FI,2002,0.0,640.0,25,False,False,share_air_time_valid < 0.5
FI,2003,0.0,676.0,30,False,False,share_air_time_valid < 0.5
FI,2004,0.0,660.0,32,False,False,share_air_time_valid < 0.5
FI,2005,0.0,669.0,32,False,False,share_air_time_valid < 0.5
FI,2006,0.0,635.0,32,False,False,share_air_time_valid < 0.5
FI,2007,0.0,595.0,24,False,False,share_air_time_valid < 0.5
FI,2008,0.0,654.0,26,False,False,share_air_time_valid < 0.5
FI,2009,0.0,800.0,38,False,False,share_air_time_valid < 0.5
FI,2010,0.0,678.0,31,False,False,share_air_time_valid < 0.5
FI,2011,0.0,712.0,24,False,False,share_air_time_valid < 0.5
FI,2012,0.0,692.0,24,False,False,share_air_time_valid < 0.5
FI,2013,0.0,714.0,24,False,False,share_air_time_valid < 0.5
FI,2014,0.0,727.0,27,False,False,share_air_time_valid < 0.5
FI,2015,0.0,962.0,48,False,False,share_air_time_valid < 0.5
FI,2016,0.0,1255.0,65,False,False,share_air_time_valid < 0.5
FI,2017,0.0,1278.0,60,False,False,share_air_time_valid < 0.5
FI,2018,0.0,1402.0,73,False,False,share_air_time_valid < 0.5
FI,2019,0.0,1773.0,97,False,False,share_air_time_valid < 0.5
FI,2020,0.0,290.0,19,True,False,share_air_time_valid < 0.5
FI,2021,0.0,1095.0,66,True,False,share_air_time_valid < 0.5
FI,2022,0.0,3014.0,156,False,False,share_air_time_valid < 0.5
FI,2023,0.0,1916.0,110,False,False,share_air_time_valid < 0.5
FI,2024,0.0,1815.0,106,False,False,share_air_time_valid < 0.5
FI,2025,0.0,2235.0,100,False,False,share_air_time_valid < 0.5
FJ,1994,0.0,54.0,12,False,False,share_air_time_valid < 0.5
FJ,1995,0.0,104.0,24,False,False,share_air_time_valid < 0.5
FJ,1996,0.0,208.0,24,False,False,share_air_time_valid < 0.5
FJ,1997,0.0,324.0,30,False,False,share_air_time_valid < 0.5
FJ,1998,0.0,462.0,51,False,False,share_air_time_valid < 0.5
FJ,1999,0.0,843.0,70,False,False,share_air_time_valid < 0.5
FJ,2000,0.0,795.0,62,False,False,share_air_time_valid < 0.5
FJ,2001,0.0,774.0,78,False,False,share_air_time_valid < 0.5
FJ,2002,0.0,750.0,72,False,False,share_air_time_valid < 0.5
FJ,2003,0.0,814.0,74,False,False,share_air_time_valid < 0.5
FJ,2004,0.0,832.0,72,False,False,share_air_time_valid < 0.5
FJ,2005,0.0,884.0,72,False,False,share_air_time_valid < 0.5
FJ,2006,0.0,926.0,86,False,False,share_air_time_valid < 0.5
FJ,2007,0.0,959.0,95,False,False,share_air_time_valid < 0.5
FJ,2008,0.0,1014.0,90,False,False,share_air_time_valid < 0.5
FJ,2009,0.0,708.0,54,False,False,share_air_time_valid < 0.5
FJ,2010,0.0,618.0,64,False,False,share_air_time_valid < 0.5
FJ,2011,0.0,740.0,104,False,False,share_air_time_valid < 0.5
FJ,2012,0.0,697.0,98,False,False,share_air_time_valid < 0.5
FJ,2013,0.0,816.0,120,False,False,share_air_time_valid < 0.5
FJ,2014,0.0,1044.0,102,False,False,share_air_time_valid < 0.5
FJ,2015,0.0,1036.0,102,False,False,share_air_time_valid < 0.5
FJ,2016,0.0,1080.0,145,False,False,share_air_time_valid < 0.5
FJ,2017,0.0,1176.0,160,False,False,share_air_time_valid < 0.5
FJ,2018,0.0,1234.0,158,False,False,share_air_time_valid < 0.5
FJ,2019,0.0,1312.0,170,False,False,share_air_time_valid < 0.5
FJ,2020,0.0,292.0,47,True,False,share_air_time_valid < 0.5
FJ,2021,0.0,180.0,36,True,False,share_air_time_valid < 0.5
FJ,2022,0.0,1185.0,108,False,False,share_air_time_valid < 0.5
FJ,2023,0.0,1415.0,131,False,False,share_air_time_valid < 0.5
FJ,2024,0.0,1420.0,148,False,False,share_air_time_valid < 0.5
FJ,2025,0.0,1843.0,178,False,False,share_air_time_valid < 0.5
FR,1990,0.0,7416.0,693,False,False,share_air_time_valid < 0.5
FR,1991,0.0,7293.0,722,False,False,share_air_time_valid < 0.5
FR,1992,0.0,6999.0,612,False,False,share_air_time_valid < 0.5
FR,1993,0.0,7074.0,598,False,False,share_air_time_valid < 0.5
FR,1994,0.0,7235.0,458,False,False,share_air_time_valid < 0.5
FR,1995,0.0,7292.0,455,False,False,share_air_time_valid < 0.5
FR,1996,0.0,8192.0,481,False,False,share_air_time_valid < 0.5
FR,1997,0.0,8084.0,424,False,False,share_air_time_valid < 0.5
FR,1998,0.0,9179.0,439,False,False,share_air_time_valid < 0.5
FR,1999,0.0,11528.0,494,False,False,share_air_time_valid < 0.5
FR,2000,0.0,13826.0,540,False,False,share_air_time_valid < 0.5
FR,2001,0.0,13631.0,550,False,False,share_air_time_valid < 0.5
FR,2002,0.0,14554.0,565,False,False,share_air_time_valid < 0.5
FR,2003,0.0,15313.0,584,False,False,share_air_time_valid < 0.5
FR,2004,0.0,15292.0,528,False,False,share_air_time_valid < 0.5
FR,2005,0.0,16532.0,537,False,False,share_air_time_valid < 0.5
FR,2006,0.0,17017.0,599,False,False,share_air_time_valid < 0.5
FR,2007,0.0,17244.0,619,False,False,share_air_time_valid < 0.5
FR,2008,0.0,17759.0,649,False,False,share_air_time_valid < 0.5
FR,2009,0.0,16178.0,653,False,False,share_air_time_valid < 0.5
FR,2010,0.0,15937.0,715,False,False,share_air_time_valid < 0.5
FR,2011,0.0,16327.0,786,False,False,share_air_time_valid < 0.5
FR,2012,0.0,14712.0,736,False,False,share_air_time_valid < 0.5
FR,2013,0.0,14826.0,721,False,False,share_air_time_valid < 0.5
FR,2014,0.0,14073.0,719,False,False,share_air_time_valid < 0.5
FR,2015,0.0,14696.0,710,False,False,share_air_time_valid < 0.5
FR,2016,0.0,15030.0,746,False,False,share_air_time_valid < 0.5
FR,2017,0.0,15218.0,748,False,False,share_air_time_valid < 0.5
FR,2018,0.0,15245.0,754,False,False,share_air_time_valid < 0.5
FR,2019,0.0,16014.0,799,False,False,share_air_time_valid < 0.5
FR,2020,0.0,5451.0,331,True,False,share_air_time_valid < 0.5
FR,2021,0.0,9127.0,420,True,False,share_air_time_valid < 0.5
FR,2022,0.0,18643.0,932,False,False,share_air_time_valid < 0.5
FR,2023,0.0,20181.0,1053,False,False,share_air_time_valid < 0.5
FR,2024,0.0,21735.0,1141,False,False,share_air_time_valid < 0.5
FR,2025,0.0,22720.0,1102,False,False,share_air_time_valid < 0.5
GB,1990,0.0,21966.0,1546,False,False,share_air_time_valid < 0.5
GB,1991,0.0,19565.0,1342,False,False,share_air_time_valid < 0.5
GB,1992,0.0,21684.0,1197,False,False,share_air_time_valid < 0.5
GB,1993,0.0,23644.0,1151,False,False,share_air_time_valid < 0.5
GB,1994,0.0,26550.0,1233,False,False,share_air_time_valid < 0.5
GB,1995,0.0,27968.0,1449,False,False,share_air_time_valid < 0.5
GB,1996,0.0,30111.0,1756,False,False,share_air_time_valid < 0.5
GB,1997,0.0,33065.0,1777,False,False,share_air_time_valid < 0.5
GB,1998,0.0,36029.0,1547,False,False,share_air_time_valid < 0.5
GB,1999,0.0,36706.0,1396,False,False,share_air_time_valid < 0.5
GB,2000,0.0,38270.0,1362,False,False,share_air_time_valid < 0.5
GB,2001,0.0,36364.0,1282,False,False,share_air_time_valid < 0.5
GB,2002,0.0,36459.0,1120,False,False,share_air_time_valid < 0.5
GB,2003,0.0,37817.0,1178,False,False,share_air_time_valid < 0.5
GB,2004,0.0,38939.0,1157,False,False,share_air_time_valid < 0.5
GB,2005,0.0,39320.0,1108,False,False,share_air_time_valid < 0.5
GB,2006,0.0,40034.0,1123,False,False,share_air_time_valid < 0.5
GB,2007,0.0,41960.0,1167,False,False,share_air_time_valid < 0.5
GB,2008,0.0,41665.0,1204,False,False,share_air_time_valid < 0.5
GB,2009,0.0,38220.0,1159,False,False,share_air_time_valid < 0.5
GB,2010,0.0,36849.0,1208,False,False,share_air_time_valid < 0.5
GB,2011,0.0,40061.0,1461,False,False,share_air_time_valid < 0.5
GB,2012,0.0,40881.0,1656,False,False,share_air_time_valid < 0.5
GB,2013,0.0,41578.0,1662,False,False,share_air_time_valid < 0.5
GB,2014,0.0,42803.0,1769,False,False,share_air_time_valid < 0.5
GB,2015,0.0,45104.0,1767,False,False,share_air_time_valid < 0.5
GB,2016,0.0,47700.0,1748,False,False,share_air_time_valid < 0.5
GB,2017,0.0,49103.0,1896,False,False,share_air_time_valid < 0.5
GB,2018,0.0,54241.0,2140,False,False,share_air_time_valid < 0.5
GB,2019,0.0,49305.0,1930,False,False,share_air_time_valid < 0.5
GB,2020,0.0,16021.0,874,True,False,share_air_time_valid < 0.5
GB,2021,0.0,13979.0,763,True,False,share_air_time_valid < 0.5
GB,2022,0.0,39252.0,1754,False,False,share_air_time_valid < 0.5
GB,2023,0.0,46005.0,2133,False,False,share_air_time_valid < 0.5
GB,2024,0.0,47569.0,2104,False,False,share_air_time_valid < 0.5
GB,2025,0.0,47897.0,2304,False,False,share_air_time_valid < 0.5
GR,1990,0.0,586.0,24,False,False,share_air_time_valid < 0.5
GR,1991,0.0,516.0,24,False,False,share_air_time_valid < 0.5
GR,1992,0.0,714.0,34,False,False,share_air_time_valid < 0.5
GR,1993,0.0,788.0,39,False,False,share_air_time_valid < 0.5
GR,1994,0.0,664.0,43,False,False,share_air_time_valid < 0.5
GR,1995,0.0,661.0,48,False,False,share_air_time_valid < 0.5
GR,1996,0.0,674.0,48,False,False,share_air_time_valid < 0.5
GR,1997,0.0,722.0,48,False,False,share_air_time_valid < 0.5
GR,1998,0.0,708.0,49,False,False,share_air_time_valid < 0.5
GR,1999,0.0,749.0,52,False,False,share_air_time_valid < 0.5
GR,2000,0.0,987.0,55,False,False,share_air_time_valid < 0.5
GR,2001,0.0,807.0,44,False,False,share_air_time_valid < 0.5
GR,2002,0.0,536.0,28,False,False,share_air_time_valid < 0.5
GR,2003,0.0,579.0,25,False,False,share_air_time_valid < 0.5
GR,2004,0.0,617.0,25,False,False,share_air_time_valid < 0.5
GR,2005,0.0,658.0,24,False,False,share_air_time_valid < 0.5
GR,2006,0.0,658.0,25,False,False,share_air_time_valid < 0.5
GR,2007,0.0,702.0,24,False,False,share_air_time_valid < 0.5
GR,2008,0.0,706.0,24,False,False,share_air_time_valid < 0.5
GR,2009,0.0,510.0,18,False,False,share_air_time_valid < 0.5
HK,1990,0.0,572.0,24,False,False,share_air_time_valid < 0.5
HK,1991,0.0,628.0,24,False,False,share_air_time_valid < 0.5
HK,1992,0.0,732.0,24,False,False,share_air_time_valid < 0.5
HK,1993,0.0,741.0,26,False,False,share_air_time_valid < 0.5
HK,1994,0.0,738.0,24,False,False,share_air_time_valid < 0.5
HK,1995,0.0,730.0,24,False,False,share_air_time_valid < 0.5
HK,1996,0.0,1072.0,36,False,False,share_air_time_valid < 0.5
HK,1997,0.0,1460.0,48,False,False,share_air_time_valid < 0.5
HK,1998,0.0,3373.0,98,False,False,share_air_time_valid < 0.5
HK,1999,0.0,3724.0,116,False,False,share_air_time_valid < 0.5
HK,2000,0.0,3488.0,104,False,False,share_air_time_valid < 0.5
HK,2001,0.0,3483.0,121,False,False,share_air_time_valid < 0.5
HK,2002,0.0,3597.0,126,False,False,share_air_time_valid < 0.5
