nation,year,share_air_time_valid,dep_total,n_rows,covid_flag,match_sensitive,reason
AN,2017,0.0,1427.0,34,False,False,share_air_time_valid < 0.5
AR,1990,0.0,1288.0,207,False,False,share_air_time_valid < 0.5
AR,1991,0.0,1342.0,210,False,False,share_air_time_valid < 0.5
AR,1992,0.0,1495.0,201,False,False,share_air_time_valid < 0.5
AR,1993,0.0,1245.0,188,False,False,share_air_time_valid < 0.5
AR,1994,0.0,1574.0,159,False,False,share_air_time_valid < 0.5
AR,1995,0.0,2018.0,146,False,False,share_air_time_valid < 0.5
AR,1996,0.0,2511.0,114,False,False,share_air_time_valid < 0.5
AR,1997,0.0,2365.0,117,False,False,share_air_time_valid < 0.5
AR,1998,0.0,2023.0,107,False,False,share_air_time_valid < 0.5
AR,1999,0.0,1826.0,67,False,False,share_air_time_valid < 0.5
AR,2000,0.0,2059.0,125,False,False,share_air_time_valid < 0.5
AR,2001,0.0,819.0,50,False,False,share_air_time_valid < 0.5
AR,2002,0.0,622.0,52,False,False,share_air_time_valid < 0.5
AR,2003,0.0,781.0,63,False,False,share_air_time_valid < 0.5
AR,2004,0.0,653.0,66,False,False,share_air_time_valid < 0.5
AR,2005,0.0,627.0,50,False,False,share_air_time_valid < 0.5
AR,2006,0.0,533.0,56,False,False,share_air_time_valid < 0.5
AR,2007,0.0,542.0,78,False,False,share_air_time_valid < 0.5
AR,2008,0.0,532.0,73,False,False,share_air_time_valid < 0.5
AR,2009,0.0,516.0,48,False,False,share_air_time_valid < 0.5
AR,2010,0.0,666.0,42,False,False,share_air_time_valid < 0.5
AR,2011,0.0,687.0,37,False,False,share_air_time_valid < 0.5
AR,2012,0.0,764.0,46,False,False,share_air_time_valid < 0.5
AR,2013,0.0,1455.0,50,False,False,share_air_time_valid < 0.5
AR,2014,0.0,1985.0,88,False,False,share_air_time_valid < 0.5
AR,2015,0.0,2183.0,92,False,False,share_air_time_valid < 0.5
AR,2016,0.0,2357.0,86,False,False,share_air_time_valid < 0.5
AR,2017,0.0,2240.0,64,False,False,share_air_time_valid < 0.5
AR,2018,0.0,2168.0,50,False,False,share_air_time_valid < 0.5
AR,2019,0.0,2026.0,50,False,False,share_air_time_valid < 0.5
AR,2020,0.0,613.0,42,True,False,share_air_time_valid < 0.5
AR,2021,0.0,729.0,36,True,False,share_air_time_valid < 0.5
AR,2022,0.0,2380.0,118,False,False,share_air_time_valid < 0.5
AR,2023,0.0,5033.0,272,False,False,share_air_time_valid < 0.5
AR,2024,0.0,5784.0,292,False,False,share_air_time_valid < 0.5
AR,2025,0.0,4915.0,225,False,False,share_air_time_valid < 0.5
AT,1990,0.0,530.0,24,False,False,share_air_time_valid < 0.5
AT,1991,0.0,568.0,24,False,False,share_air_time_valid < 0.5
AT,1992,0.0,1121.0,74,False,False,share_air_time_valid < 0.5
AT,1993,0.0,1731.0,92,False,False,share_air_time_valid < 0.5
AT,1994,0.0,1690.0,93,False,False,share_air_time_valid < 0.5
AT,1995,0.0,1519.0,74,False,False,share_air_time_valid < 0.5
AT,1996,0.0,1854.0,72,False,False,share_air_time_valid < 0.5
AT,1997,0.0,2042.0,72,False,False,share_air_time_valid < 0.5
AT,1998,0.0,2112.0,88,False,False,share_air_time_valid < 0.5
AT,1999,0.0,2282.0,164,False,False,share_air_time_valid < 0.5
AT,2000,0.0,2368.0,122,False,False,share_air_time_valid < 0.5
AT,2001,0.0,2167.0,96,False,False,share_air_time_valid < 0.5
AT,2002,0.0,1408.0,48,False,False,share_air_time_valid < 0.5
AT,2003,0.0,1335.0,48,False,False,share_air_time_valid < 0.5
AT,2004,0.0,1410.0,48,False,False,share_air_time_valid < 0.5
AT,2005,0.0,1504.0,48,False,False,share_air_time_valid < 0.5
AT,2006,0.0,1606.0,54,False,False,share_air_time_valid < 0.5
AT,2007,0.0,1720.0,72,False,False,share_air_time_valid < 0.5
AT,2008,0.0,1810.0,68,False,False,share_air_time_valid < 0.5
AT,2009,0.0,1338.0,50,False,False,share_air_time_valid < 0.5
AT,2010,0.0,1368.0,66,False,False,share_air_time_valid < 0.5
AT,2011,0.0,1395.0,66,False,False,share_air_time_valid < 0.5
AT,2012,0.0,1388.0,62,False,False,share_air_time_valid < 0.5
AT,2013,0.0,1699.0,66,False,False,share_air_time_valid < 0.5
AT,2014,0.0,2222.0,88,False,False,share_air_time_valid < 0.5
AT,2015,0.0,2538.0,112,False,False,share_air_time_valid < 0.5
AT,2016,0.0,2908.0,136,False,False,share_air_time_valid < 0.5
AT,2017,0.0,2949.0,158,False,False,share_air_time_valid < 0.5
AT,2018,0.0,2747.0,134,False,False,share_air_time_valid < 0.5
AT,2019,0.0,3336.0,156,False,False,share_air_time_valid < 0.5
AT,2020,0.0,890.0,60,True,False,share_air_time_valid < 0.5
AT,2021,0.0,1370.0,80,True,False,share_air_time_valid < 0.5
AT,2022,0.0,2437.0,114,False,False,share_air_time_valid < 0.5
AT,2023,0.0,2549.0,108,False,False,share_air_time_valid < 0.5
AT,2024,0.0,2339.0,103,False,False,share_air_time_valid < 0.5
AT,2025,0.0,3117.0,150,False,False,share_air_time_valid < 0.5
AU,1990,0.0,2342.0,297,False,False,share_air_time_valid < 0.5
AU,1991,0.0,3832.0,363,False,False,share_air_time_valid < 0.5
AU,1992,0.0,4422.0,308,False,False,share_air_time_valid < 0.5
AU,1993,0.0,4702.0,289,False,False,share_air_time_valid < 0.5
AU,1994,0.0,4605.0,293,False,False,share_air_time_valid < 0.5
AU,1995,0.0,3812.0,254,False,False,share_air_time_valid < 0.5
AU,1996,0.0,2987.0,151,False,False,share_air_time_valid < 0.5
AU,1997,0.0,2776.0,108,False,False,share_air_time_valid < 0.5
AU,1998,0.0,3007.0,94,False,False,share_air_time_valid < 0.5
AU,1999,0.0,3278.0,98,False,False,share_air_time_valid < 0.5
AU,2000,0.0,4164.0,133,False,False,share_air_time_valid < 0.5
AU,2001,0.0,4096.0,106,False,False,share_air_time_valid < 0.5
AU,2002,0.0,3199.0,96,False,False,share_air_time_valid < 0.5
AU,2003,0.0,3411.0,96,False,False,share_air_time_valid < 0.5
AU,2004,0.0,4063.0,110,False,False,share_air_time_valid < 0.5
AU,2005,0.0,4104.0,120,False,False,share_air_time_valid < 0.5
AU,2006,0.0,4538.0,152,False,False,share_air_time_valid < 0.5
AU,2007,0.0,5105.0,198,False,False,share_air_time_valid < 0.5
AU,2008,0.0,5091.0,168,False,False,share_air_time_valid < 0.5
AU,2009,0.0,4654.0,219,False,False,share_air_time_valid < 0.5
AU,2010,0.0,4542.0,218,False,False,share_air_time_valid < 0.5
AU,2011,0.0,4729.0,222,False,False,share_air_time_valid < 0.5
AU,2012,0.0,4644.0,185,False,False,share_air_time_valid < 0.5
AU,2013,0.0,4718.0,200,False,False,share_air_time_valid < 0.5
AU,2014,0.0,4851.0,203,False,False,share_air_time_valid < 0.5
AU,2015,0.0,5324.0,242,False,False,share_air_time_valid < 0.5
AU,2016,0.0,5413.0,262,False,False,share_air_time_valid < 0.5
AU,2017,0.0,5026.0,227,False,False,share_air_time_valid < 0.5
AU,2018,0.0,5567.0,257,False,False,share_air_time_valid < 0.5
AU,2019,0.0,5710.0,251,False,False,share_air_time_valid < 0.5
AU,2020,0.0,1388.0,75,True,False,share_air_time_valid < 0.5
AU,2021,0.0,99.0,11,True,False,share_air_time_valid < 0.5
AU,2022,0.0,3307.0,188,False,False,share_air_time_valid < 0.5
AU,2023,0.0,4632.0,274,False,False,share_air_time_valid < 0.5
AU,2024,0.0,5076.0,314,False,False,share_air_time_valid < 0.5
AU,2025,0.0,4989.0,314,False,False,share_air_time_valid < 0.5
AZ,2014,0.0,64.0,8,False,False,share_air_time_valid < 0.5
AZ,2015,0.0,288.0,24,False,False,share_air_time_valid < 0.5
AZ,2016,0.0,254.0,24,False,False,share_air_time_valid < 0.5
AZ,2017,0.0,276.0,24,False,False,share_air_time_valid < 0.5
AZ,2018,0.0,210.0,24,False,False,share_air_time_valid < 0.5
AZ,2019,0.0,192.0,22,False,False,share_air_time_valid < 0.5
AZ,2020,0.0,32.0,6,True,False,share_air_time_valid < 0.5
BD,1990,0.0,130.0,6,False,False,share_air_time_valid < 0.5
BD,1993,0.0,4.0,2,False,False,share_air_time_valid < 0.5
BD,1994,0.0,102.0,24,False,False,share_air_time_valid < 0.5
BD,1995,0.0,208.0,24,False,False,share_air_time_valid < 0.5
BD,1996,0.0,210.0,24,False,False,share_air_time_valid < 0.5
BD,1997,0.0,200.0,24,False,False,share_air_time_valid < 0.5
BD,1998,0.0,208.0,24,False,False,share_air_time_valid < 0.5
BD,1999,0.0,162.0,20,False,False,share_air_time_valid < 0.5
BD,2000,0.0,272.0,38,False,False,share_air_time_valid < 0.5
BD,2001,0.0,277.0,34,False,False,share_air_time_valid < 0.5
BD,2002,0.0,212.0,24,False,False,share_air_time_valid < 0.5
BD,2003,0.0,206.0,24,False,False,share_air_time_valid < 0.5
BD,2004,0.0,208.0,24,False,False,share_air_time_valid < 0.5
BD,2005,0.0,200.0,24,False,False,share_air_time_valid < 0.5
BD,2006,0.0,62.0,14,False,False,share_air_time_valid < 0.5
BE,1990,0.0,1476.0,50,False,False,share_air_time_valid < 0.5
BE,1991,0.0,1841.0,86,False,False,share_air_time_valid < 0.5
BE,1992,0.0,2205.0,115,False,False,share_air_time_valid < 0.5
BE,1993,0.0,1926.0,86,False,False,share_air_time_valid < 0.5
BE,1994,0.0,2274.0,122,False,False,share_air_time_valid < 0.5
BE,1995,0.0,2689.0,148,False,False,share_air_time_valid < 0.5
BE,1996,0.0,2821.0,172,False,False,share_air_time_valid < 0.5
BE,1997,0.0,2566.0,175,False,False,share_air_time_valid < 0.5
BE,1998,0.0,2372.0,177,False,False,share_air_time_valid < 0.5
BE,1999,0.0,3054.0,271,False,False,share_air_time_valid < 0.5
BE,2000,0.0,1746.0,122,False,False,share_air_time_valid < 0.5
BG,1992,0.0,6.0,2,False,False,share_air_time_valid < 0.5
BG,1993,0.0,62.0,10,False,False,share_air_time_valid < 0.5
BH,1994,0.0,260.0,214,False,False,share_air_time_valid < 0.5
BH,1995,0.0,418.0,356,False,False,share_air_time_valid < 0.5
BH,1996,0.0,398.0,53,False,False,share_air_time_valid < 0.5
BH,1997,0.0,38.0,8,False,False,share_air_time_valid < 0.5
BH,2025,0.0,80.0,6,False,False,share_air_time_valid < 0.5
BO,2008,0.0,243.0,20,False,False,share_air_time_valid < 0.5
BO,2009,0.0,375.0,43,False,False,share_air_time_valid < 0.5
BO,2010,0.0,373.0,40,False,False,share_air_time_valid < 0.5
BO,2011,0.0,432.0,50,False,False,share_air_time_valid < 0.5
BO,2012,0.0,115.0,10,False,False,share_air_time_valid < 0.5
BR,1990,0.0,3297.0,432,False,False,share_air_time_valid < 0.5
BR,1991,0.0,4198.0,534,False,False,share_air_time_valid < 0.5
BR,1992,0.0,5058.0,671,False,False,share_air_time_valid < 0.5
BR,1993,0.0,5048.0,644,False,False,share_air_time_valid < 0.5
BR,1994,0.0,5378.0,714,False,False,share_air_time_valid < 0.5
BR,1995,0.0,5965.0,567,False,False,share_air_time_valid < 0.5
BR,1996,0.0,7066.0,640,False,False,share_air_time_valid < 0.5
BR,1997,0.0,7657.0,679,False,False,share_air_time_valid < 0.5
BR,1998,0.0,7764.0,692,False,False,share_air_time_valid < 0.5
BR,1999,0.0,6485.0,537,False,False,share_air_time_valid < 0.5
BR,2000,0.0,5747.0,327,False,False,share_air_time_valid < 0.5
BR,2001,0.0,5648.0,301,False,False,share_air_time_valid < 0.5
BR,2002,0.0,4852.0,290,False,False,share_air_time_valid < 0.5
BR,2003,0.0,3752.0,220,False,False,share_air_time_valid < 0.5
BR,2004,0.0,3693.0,219,False,False,share_air_time_valid < 0.5
BR,2005,0.0,3875.0,194,False,False,share_air_time_valid < 0.5
BR,2006,0.0,3592.0,193,False,False,share_air_time_valid < 0.5
BR,2007,0.0,3646.0,96,False,False,share_air_time_valid < 0.5
BR,2008,0.0,3985.0,112,False,False,share_air_time_valid < 0.5
BR,2009,0.0,5432.0,160,False,False,share_air_time_valid < 0.5
BR,2010,0.0,5629.0,151,False,False,share_air_time_valid < 0.5
BR,2011,0.0,6738.0,207,False,False,share_air_time_valid < 0.5
BR,2012,0.0,7411.0,208,False,False,share_air_time_valid < 0.5
BR,2013,0.0,7057.0,224,False,False,share_air_time_valid < 0.5
BR,2014,0.0,7515.0,273,False,False,share_air_time_valid < 0.5
BR,2015,0.0,8881.0,318,False,False,share_air_time_valid < 0.5
BR,2016,0.0,6326.0,284,False,False,share_air_time_valid < 0.5
BR,2017,0.0,5523.0,280,False,False,share_air_time_valid < 0.5
BR,2018,0.0,7449.0,467,False,False,share_air_time_valid < 0.5
BR,2019,0.0,5664.0,378,False,False,share_air_time_valid < 0.5
BR,2020,0.0,1360.0,112,True,False,share_air_time_valid < 0.5
BR,2021,0.0,748.0,58,True,False,share_air_time_valid < 0.5
BR,2022,0.0,2170.0,182,False,False,share_air_time_valid < 0.5
BR,2023,0.0,3291.0,304,False,False,share_air_time_valid < 0.5
BR,2024,0.0,4011.0,305,False,False,share_air_time_valid < 0.5
BR,2025,0.0,4487.0,310,False,False,share_air_time_valid < 0.5
BS,1990,0.0,5871.0,128,False,False,share_air_time_valid < 0.5
BS,1991,0.0,5647.0,71,False,False,share_air_time_valid < 0.5
BS,1993,0.0,312.0,4,False,False,share_air_time_valid < 0.5
BS,1994,0.0,36.0,2,False,False,share_air_time_valid < 0.5
BS,1995,0.0,420.0,4,False,False,share_air_time_valid < 0.5
BS,1996,0.0,2990.0,36,False,False,share_air_time_valid < 0.5
BS,1997,0.0,2430.0,38,False,False,share_air_time_valid < 0.5
BS,1998,0.0,4991.0,78,False,False,share_air_time_valid < 0.5
BS,1999,0.0,5667.0,116,False,False,share_air_time_valid < 0.5
BS,2000,0.0,4762.0,67,False,False,share_air_time_valid < 0.5
BS,2001,0.0,5215.0,61,False,False,share_air_time_valid < 0.5
BS,2002,0.0,4872.0,81,False,False,share_air_time_valid < 0.5
BS,2003,0.0,7354.0,183,False,False,share_air_time_valid < 0.5
BS,2004,0.0,8988.0,260,False,False,share_air_time_valid < 0.5
BS,2005,0.0,9004.0,245,False,False,share_air_time_valid < 0.5
BS,2006,0.0,8375.0,204,False,False,share_air_time_valid < 0.5
BS,2007,0.0,7656.0,193,False,False,share_air_time_valid < 0.5
BS,2008,0.0,7904.0,189,False,False,share_air_time_valid < 0.5
BS,2009,0.0,7425.0,196,False,False,share_air_time_valid < 0.5
BS,2010,0.0,7760.0,210,False,False,share_air_time_valid < 0.5
BS,2011,0.0,7075.0,197,False,False,share_air_time_valid < 0.5
BS,2012,0.0,7792.0,235,False,False,share_air_time_valid < 0.5
BS,2013,0.0,7660.0,196,False,False,share_air_time_valid < 0.5
BS,2014,0.0,8215.0,296,False,False,share_air_time_valid < 0.5
BS,2015,0.0,7023.0,210,False,False,share_air_time_valid < 0.5
BS,2016,0.0,7036.0,308,False,False,share_air_time_valid < 0.5
BS,2017,0.0,7468.0,308,False,False,share_air_time_valid < 0.5
BS,2018,0.0,8406.0,421,False,False,share_air_time_valid < 0.5
BS,2019,0.0,6480.0,355,False,False,share_air_time_valid < 0.5
BS,2020,0.0,955.0,68,True,False,share_air_time_valid < 0.5
CA,1990,0.0,30752.0,764,False,False,share_air_time_valid < 0.5
CA,1991,0.0,29545.0,829,False,False,share_air_time_valid < 0.5
CA,1992,0.0,30659.0,997,False,False,share_air_time_valid < 0.5
CA,1993,0.0,35260.0,845,False,False,share_air_time_valid < 0.5
CA,1994,0.0,41527.0,898,False,False,share_air_time_valid < 0.5
CA,1995,0.0,59425.0,1336,False,False,share_air_time_valid < 0.5
CA,1996,0.0,52567.0,1365,False,False,share_air_time_valid < 0.5
CA,1997,0.0,58704.0,1710,False,False,share_air_time_valid < 0.5
CA,1998,0.0,63424.0,2351,False,False,share_air_time_valid < 0.5
CA,1999,0.0,60277.0,1914,False,False,share_air_time_valid < 0.5
CA,2000,0.0,68671.0,2380,False,False,share_air_time_valid < 0.5
CA,2001,0.0,105073.0,3152,False,False,share_air_time_valid < 0.5
CA,2002,0.0,122234.0,3542,False,False,share_air_time_valid < 0.5
CA,2003,0.0,135125.0,3763,False,False,share_air_time_valid < 0.5
CA,2004,0.0,151586.0,5009,False,False,share_air_time_valid < 0.5
CA,2005,0.0,143743.0,5106,False,False,share_air_time_valid < 0.5
CA,2006,0.0,151685.0,6106,False,False,share_air_time_valid < 0.5
CA,2007,0.0,158121.0,5912,False,False,share_air_time_valid < 0.5
CA,2008,0.0,164971.0,5797,False,False,share_air_time_valid < 0.5
CA,2009,0.0,159913.0,5661,False,False,share_air_time_valid < 0.5
CA,2010,0.0,175034.0,6193,False,False,share_air_time_valid < 0.5
CA,2011,0.0,179365.0,6442,False,False,share_air_time_valid < 0.5
CA,2012,0.0,190383.0,6400,False,False,share_air_time_valid < 0.5
CA,2013,0.0,177100.0,5767,False,False,share_air_time_valid < 0.5
CA,2014,0.0,153183.0,4937,False,False,share_air_time_valid < 0.5
CA,2015,0.0,157196.0,5223,False,False,share_air_time_valid < 0.5
CA,2016,0.0,166766.0,5573,False,False,share_air_time_valid < 0.5
CA,2017,0.0,176210.0,5747,False,False,share_air_time_valid < 0.5
CA,2018,0.0,177622.0,6058,False,False,share_air_time_valid < 0.5
CA,2019,0.0,163035.0,6077,False,False,share_air_time_valid < 0.5
CA,2020,0.0,36472.0,2353,True,False,share_air_time_valid < 0.5
CA,2021,0.0,44498.0,2534,True,False,share_air_time_valid < 0.5
CA,2022,0.0,138824.0,6325,False,False,share_air_time_valid < 0.5
CA,2023,0.0,168265.0,7568,False,False,share_air_time_valid < 0.5
CA,2024,0.0,164029.0,8291,False,False,share_air_time_valid < 0.5
CA,2025,0.0,145921.0,8308,False,False,share_air_time_valid < 0.5
CH,1990,0.0,4603.0,371,False,False,share_air_time_valid < 0.5
CH,1991,0.0,4184.0,385,False,False,share_air_time_valid < 0.5
CH,1992,0.0,4153.0,369,False,False,share_air_time_valid < 0.5
CH,1993,0.0,4238.0,349,False,False,share_air_time_valid < 0.5
CH,1994,0.0,4234.0,335,False,False,share_air_time_valid < 0.5
CH,1995,0.0,4155.0,318,False,False,share_air_time_valid < 0.5
CH,1996,0.0,4677.0,330,False,False,share_air_time_valid < 0.5
CH,1997,0.0,4781.0,326,False,False,share_air_time_valid < 0.5
CH,1998,0.0,5675.0,369,False,False,share_air_time_valid < 0.5
CH,1999,0.0,6994.0,379,False,False,share_air_time_valid < 0.5
CH,2000,0.0,8676.0,342,False,False,share_air_time_valid < 0.5
CH,2001,0.0,8186.0,287,False,False,share_air_time_valid < 0.5
CH,2002,0.0,5801.0,234,False,False,share_air_time_valid < 0.5
CH,2003,0.0,6887.0,296,False,False,share_air_time_valid < 0.5
CH,2004,0.0,6231.0,325,False,False,share_air_time_valid < 0.5
CH,2005,0.0,6367.0,311,False,False,share_air_time_valid < 0.5
CH,2006,0.0,7272.0,329,False,False,share_air_time_valid < 0.5
CH,2007,0.0,7919.0,302,False,False,share_air_time_valid < 0.5
CH,2008,0.0,7211.0,313,False,False,share_air_time_valid < 0.5
CH,2009,0.0,6240.0,299,False,False,share_air_time_valid < 0.5
CH,2010,0.0,6490.0,307,False,False,share_air_time_valid < 0.5
CH,2011,0.0,6839.0,295,False,False,share_air_time_valid < 0.5
CH,2012,0.0,6529.0,252,False,False,share_air_time_valid < 0.5
CH,2013,0.0,6393.0,238,False,False,share_air_time_valid < 0.5
CH,2014,0.0,6174.0,241,False,False,share_air_time_valid < 0.5
CH,2015,0.0,7308.0,266,False,False,share_air_time_valid < 0.5
CH,2016,0.0,8145.0,280,False,False,share_air_time_valid < 0.5
CH,2017,0.0,7729.0,294,False,False,share_air_time_valid < 0.5
CH,2018,0.0,7301.0,282,False,False,share_air_time_valid < 0.5
CH,2019,0.0,7280.0,274,False,False,share_air_time_valid < 0.5
CH,2020,0.0,2418.0,159,True,False,share_air_time_valid < 0.5
CH,2021,0.0,3150.0,204,True,False,share_air_time_valid < 0.5
CH,2022,0.0,5747.0,267,False,False,share_air_time_valid < 0.5
CH,2023,0.0,7751.0,243,False,False,share_air_time_valid < 0.5
CH,2024,0.0,7779.0,277,False,False,share_air_time_valid < 0.5
CH,2025,0.0,8007.0,272,False,False,share_air_time_valid < 0.5
CI,1990,0.0,210.0,24,False,False,share_air_time_valid < 0.5
CI,1991,0.0,208.0,24,False,False,share_air_time_valid < 0.5
CI,1992,0.0,220.0,24,False,False,share_air_time_valid < 0.5
CI,1993,0.0,261.0,24,False,False,share_air_time_valid < 0.5
CI,1994,0.0,294.0,24,False,False,share_air_time_valid < 0.5
CI,1995,0.0,332.0,24,False,False,share_air_time_valid < 0.5
CI,1996,0.0,366.0,24,False,False,share_air_time_valid < 0.5
CI,1997,0.0,409.0,24,False,False,share_air_time_valid < 0.5
CI,1998,0.0,399.0,30,False,False,share_air_time_valid < 0.5
CI,1999,0.0,406.0,40,False,False,share_air_time_valid < 0.5
CI,2000,0.0,373.0,40,False,False,share_air_time_valid < 0.5
CI,2001,0.0,214.0,22,False,False,share_air_time_valid < 0.5
CL,1990,0.0,1328.0,74,False,False,share_air_time_valid < 0.5
CL,1991,0.0,936.0,48,False,False,share_air_time_valid < 0.5
CL,1992,0.0,1042.0,52,False,False,share_air_time_valid < 0.5
CL,1993,0.0,1146.0,96,False,False,share_air_time_valid < 0.5
CL,1994,0.0,1089.0,84,False,False,share_air_time_valid < 0.5
CL,1995,0.0,1430.0,103,False,False,share_air_time_valid < 0.5
CL,1996,0.0,2559.0,162,False,False,share_air_time_valid < 0.5
CL,1997,0.0,4312.0,301,False,False,share_air_time_valid < 0.5
CL,1998,0.0,5226.0,339,False,False,share_air_time_valid < 0.5
CL,1999,0.0,4580.0,266,False,False,share_air_time_valid < 0.5
CL,2000,0.0,3826.0,248,False,False,share_air_time_valid < 0.5
CL,2001,0.0,4407.0,241,False,False,share_air_time_valid < 0.5
CL,2002,0.0,4152.0,249,False,False,share_air_time_valid < 0.5
CL,2003,0.0,3619.0,215,False,False,share_air_time_valid < 0.5
CL,2004,0.0,3368.0,201,False,False,share_air_time_valid < 0.5
CL,2005,0.0,3381.0,200,False,False,share_air_time_valid < 0.5
CL,2006,0.0,3094.0,176,False,False,share_air_time_valid < 0.5
CL,2007,0.0,3203.0,190,False,False,share_air_time_valid < 0.5
CL,2008,0.0,3613.0,245,False,False,share_air_time_valid < 0.5
CL,2009,0.0,3977.0,216,False,False,share_air_time_valid < 0.5
CL,2010,0.0,4148.0,217,False,False,share_air_time_valid < 0.5
CL,2011,0.0,4129.0,217,False,False,share_air_time_valid < 0.5
CL,2012,0.0,4233.0,216,False,False,share_air_time_valid < 0.5
CL,2013,0.0,3714.0,180,False,False,share_air_time_valid < 0.5
CL,2014,0.0,3582.0,215,False,False,share_air_time_valid < 0.5
CL,2015,0.0,3598.0,242,False,False,share_air_time_valid < 0.5
CL,2016,0.0,3983.0,255,False,False,share_air_time_valid < 0.5
CL,2017,0.0,4345.0,302,False,False,share_air_time_valid < 0.5
CL,2018,0.0,3912.0,291,False,False,share_air_time_valid < 0.5
CL,2019,0.0,3939.0,264,False,False,share_air_time_valid < 0.5
CL,2020,0.0,1374.0,138,True,False,share_air_time_valid < 0.5
CL,2021,0.0,1639.0,152,True,False,share_air_time_valid < 0.5
CL,2022,0.0,2599.0,277,False,False,share_air_time_valid < 0.5
CL,2023,0.0,3281.0,305,False,False,share_air_time_valid < 0.5
CL,2024,0.0,3395.0,295,False,False,share_air_time_valid < 0.5
CL,2025,0.0,3284.0,299,False,False,share_air_time_valid < 0.5
CN,1990,0.0,493.0,98,False,False,share_air_time_valid < 0.5
CN,1991,0.0,468.0,86,False,False,share_air_time_valid < 0.5
CN,1992,0.0,492.0,80,False,False,share_air_time_valid < 0.5
CN,1993,0.0,674.0,82,False,False,share_air_time_valid < 0.5
CN,1994,0.0,746.0,72,False,False,share_air_time_valid < 0.5
CN,1995,0.0,788.0,68,False,False,share_air_time_valid < 0.5
CN,1996,0.0,918.0,91,False,False,share_air_time_valid < 0.5
CN,1997,0.0,1369.0,97,False,False,share_air_time_valid < 0.5
CN,1998,0.0,1975.0,130,False,False,share_air_time_valid < 0.5
CN,1999,0.0,1970.0,126,False,False,share_air_time_valid < 0.5
CN,2000,0.0,1985.0,108,False,False,share_air_time_valid < 0.5
CN,2001,0.0,1979.0,147,False,False,share_air_time_valid < 0.5
CN,2002,0.0,2058.0,158,False,False,share_air_time_valid < 0.5
CN,2003,0.0,1884.0,157,False,False,share_air_time_valid < 0.5
CN,2004,0.0,2672.0,152,False,False,share_air_time_valid < 0.5
CN,2005,0.0,2845.0,160,False,False,share_air_time_valid < 0.5
CN,2006,0.0,3331.0,157,False,False,share_air_time_valid < 0.5
CN,2007,0.0,3658.0,172,False,False,share_air_time_valid < 0.5
CN,2008,0.0,3619.0,176,False,False,share_air_time_valid < 0.5
CN,2009,0.0,3665.0,178,False,False,share_air_time_valid < 0.5
CN,2010,0.0,4260.0,178,False,False,share_air_time_valid < 0.5
CN,2011,0.0,5274.0,229,False,False,share_air_time_valid < 0.5
CN,2012,0.0,6221.0,263,False,False,share_air_time_valid < 0.5
CN,2013,0.0,7601.0,303,False,False,share_air_time_valid < 0.5
CN,2014,0.0,10357.0,408,False,False,share_air_time_valid < 0.5
CN,2015,0.0,13110.0,545,False,False,share_air_time_valid < 0.5
CN,2016,0.0,17911.0,752,False,False,share_air_time_valid < 0.5
CN,2017,0.0,20339.0,1074,False,False,share_air_time_valid < 0.5
CN,2018,0.0,21685.0,1158,False,False,share_air_time_valid < 0.5
CN,2019,0.0,21674.0,1151,False,False,share_air_time_valid < 0.5
CN,2020,0.0,3686.0,321,True,False,share_air_time_valid < 0.5
CN,2021,0.0,1084.0,125,True,False,share_air_time_valid < 0.5
CN,2022,0.0,717.0,103,False,False,share_air_time_valid < 0.5
CN,2023,0.0,1511.0,197,False,False,share_air_time_valid < 0.5
CN,2024,0.0,4371.0,342,False,False,share_air_time_valid < 0.5
CN,2025,0.0,4627.0,362,False,False,share_air_time_valid < 0.5
CR,1990,0.0,6807.0,492,False,False,share_air_time_valid < 0.5
CR,1991,0.0,7072.0,525,False,False,share_air_time_valid < 0.5
CR,1992,0.0,7863.0,628,False,False,share_air_time_valid < 0.5
CR,1993,0.0,9213.0,688,False,False,share_air_time_valid < 0.5
CR,1994,0.0,10996.0,852,False,False,share_air_time_valid < 0.5
CR,1995,0.0,10593.0,876,False,False,share_air_time_valid < 0.5
CR,1996,0.0,10715.0,914,False,False,share_air_time_valid < 0.5
CR,1997,0.0,11205.0,993,False,False,share_air_time_valid < 0.5
CR,1998,0.0,13544.0,1117,False,False,share_air_time_valid < 0.5
CR,1999,0.0,13382.0,665,False,False,share_air_time_valid < 0.5
CR,2000,0.0,13840.0,679,False,False,share_air_time_valid < 0.5
CR,2001,0.0,13490.0,648,False,False,share_air_time_valid < 0.5
CR,2002,0.0,14168.0,695,False,False,share_air_time_valid < 0.5
CR,2003,0.0,14855.0,811,False,False,share_air_time_valid < 0.5
CR,2004,0.0,16532.0,921,False,False,share_air_time_valid < 0.5
CR,2005,0.0,15998.0,884,False,False,share_air_time_valid < 0.5
CR,2006,0.0,14307.0,932,False,False,share_air_time_valid < 0.5
CR,2007,0.0,15031.0,985,False,False,share_air_time_valid < 0.5
CR,2008,0.0,13578.0,925,False,False,share_air_time_valid < 0.5
CR,2009,0.0,12257.0,982,False,False,share_air_time_valid < 0.5
CR,2010,0.0,12894.0,1116,False,False,share_air_time_valid < 0.5
CR,2011,0.0,14429.0,1122,False,False,share_air_time_valid < 0.5
CR,2012,0.0,14842.0,1113,False,False,share_air_time_valid < 0.5
